rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
56,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,56,87,2,13117723,regional-global-weekly-2023-03-02.csv
57,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,17,44,26,13081227,regional-global-weekly-2023-03-02.csv
58,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,58,60,2,13072781,regional-global-weekly-2023-03-02.csv
59,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,49,86,12932530,regional-global-weekly-2023-03-02.csv
60,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,6,114,45,12737769,regional-global-weekly-2023-03-02.csv
61,spotify:track:2AaaE0qvFWtyT8srKNfRhH,Raim Laode,Komang,Raim Laode,61,162,2,12709530,regional-global-weekly-2023-03-02.csv
62,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,52,52,7,12682124,regional-global-weekly-2023-03-02.csv
63,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,13,50,28,12369308,regional-global-weekly-2023-03-02.csv
64,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,4,54,43,12319313,regional-global-weekly-2023-03-02.csv
65,spotify:track:6BePGk3eCan4FqaW2X8Qy3,"Tiësto, Tate McRae",10:35,Atlantic Records,55,56,11,12216496,regional-global-weekly-2023-03-02.csv
66,spotify:track:54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,25,63,10,12209959,regional-global-weekly-2023-03-02.csv
67,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,10,57,34,12146050,regional-global-weekly-2023-03-02.csv
68,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,3,61,43,11967235,regional-global-weekly-2023-03-02.csv
69,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,64,114,11830321,regional-global-weekly-2023-03-02.csv
70,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,70,-1,1,11739954,regional-global-weekly-2023-03-02.csv
71,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,6,67,43,11636276,regional-global-weekly-2023-03-02.csv
72,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,51,68,7,11632995,regional-global-weekly-2023-03-02.csv
73,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You - Bonus Track,Atlantic Records,11,58,21,11538201,regional-global-weekly-2023-03-02.csv
74,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,El Gordo Trae El Mando,Street Mob Records/PFL/Geffen Records,74,75,3,11233676,regional-global-weekly-2023-03-02.csv
75,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,59,59,3,11004134,regional-global-weekly-2023-03-02.csv
76,spotify:track:6zJejIfVYLgjud3lTk4DLB,Rosa Linn,SNAP,Nvak Collective,16,65,34,10994798,regional-global-weekly-2023-03-02.csv
77,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,The Weeknd/Lyric,17,83,39,10954096,regional-global-weekly-2023-03-02.csv
78,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,120,216,10693394,regional-global-weekly-2023-03-02.csv
79,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,The Weeknd/Lyric,79,164,12,10674782,regional-global-weekly-2023-03-02.csv
80,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,Cupido,5020 Records,80,122,2,10622722,regional-global-weekly-2023-03-02.csv
81,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,20,69,43,10529886,regional-global-weekly-2023-03-02.csv
82,spotify:track:2K9kZpwD2CzTa6iiSYYOoO,Marília Mendonça,Leão,Som Livre,48,62,9,10446133,regional-global-weekly-2023-03-02.csv
83,spotify:track:3zkyus0njMCL6phZmNNEeN,Central Cee,LET GO,Central Cee,19,66,11,10367223,regional-global-weekly-2023-03-02.csv
84,spotify:track:1dw7qShk971xMD6r6mA4VN,"KAROL G, Quevedo",PERO TÚ,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,84,-1,1,10326847,regional-global-weekly-2023-03-02.csv
85,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,34,80,81,10294563,regional-global-weekly-2023-03-02.csv
86,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,86,100,9,10285292,regional-global-weekly-2023-03-02.csv
87,spotify:track:1jHgfC8T5KxUyC5Ldw6lk9,Léo Santana,Zona De Perigo,Universal Music Ltda.,26,27,4,10198950,regional-global-weekly-2023-03-02.csv
88,spotify:track:3gOI5aQD4mOMLsP3aWrkon,KAROL G,TUS GAFITAS,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,88,-1,1,10188274,regional-global-weekly-2023-03-02.csv
89,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,90,311,10177214,regional-global-weekly-2023-03-02.csv
90,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,101,117,10172648,regional-global-weekly-2023-03-02.csv
91,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,5,158,94,10172117,regional-global-weekly-2023-03-02.csv
92,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,5,70,31,10134064,regional-global-weekly-2023-03-02.csv
93,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,17,84,7,10109106,regional-global-weekly-2023-03-02.csv
94,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music,1,74,38,9992326,regional-global-weekly-2023-03-02.csv
95,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,4,78,81,9944215,regional-global-weekly-2023-03-02.csv
96,spotify:track:2GAhgAjOhEmItWLfgisyOn,SZA,Low,Top Dawg Entertainment/RCA Records,29,88,12,9892822,regional-global-weekly-2023-03-02.csv
97,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,105,254,9683071,regional-global-weekly-2023-03-02.csv
98,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,102,41,9676072,regional-global-weekly-2023-03-02.csv
99,spotify:track:6dXiWwFrcGieqnoLYzPNp5,Mahalini,Sial,HITS Records,71,71,3,9675406,regional-global-weekly-2023-03-02.csv
100,spotify:track:6Vn1vje8yMw2OY6IOk9dkH,"KAROL G, Maldy",GATÚBELA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,33,-1,17,9660067,regional-global-weekly-2023-03-02.csv
101,spotify:track:0NO2zL0kw8sGGnaMvHKAZF,"Cris MJ, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola (Remix),Stars Music Chile 2024,72,107,10,9642783,regional-global-weekly-2023-03-02.csv
102,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,UMLE - Latino,57,98,30,9633379,regional-global-weekly-2023-03-02.csv
103,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,96,103,11,9615002,regional-global-weekly-2023-03-02.csv
104,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,43,94,61,9512829,regional-global-weekly-2023-03-02.csv
105,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,112,172,9512820,regional-global-weekly-2023-03-02.csv
106,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,91,84,9510822,regional-global-weekly-2023-03-02.csv
107,spotify:track:4VsP4Dm8gsibRxB5I2hEkw,Kaifi Khalil,Kahani Suno 2.0,1944121 Records DK,76,76,4,9508477,regional-global-weekly-2023-03-02.csv
108,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,86,27,9483200,regional-global-weekly-2023-03-02.csv
109,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,The Weeknd/Lyric,1,143,71,9481223,regional-global-weekly-2023-03-02.csv
110,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,110,142,2,9436641,regional-global-weekly-2023-03-02.csv
112,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Eminem Catalog PS,31,99,75,9390697,regional-global-weekly-2023-03-02.csv
113,spotify:track:0UbesRsX2TtiCeamOIVEkp,"Fuerza Regida, Natanael Cano",Ch y la Pizza,Rancho Humilde/Street Mob Records,108,108,6,9313335,regional-global-weekly-2023-03-02.csv
114,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Milo j, Taiu",Rara Vez,Universal Music Argentina S.A.,114,-1,1,9285488,regional-global-weekly-2023-03-02.csv
115,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,95,19,9217578,regional-global-weekly-2023-03-02.csv
116,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,12,125,12,9117420,regional-global-weekly-2023-03-02.csv
117,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,98,109,27,9031094,regional-global-weekly-2023-03-02.csv
118,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,70,116,9,9015777,regional-global-weekly-2023-03-02.csv
119,spotify:track:6G12ZafqofSq7YtrMqUm76,"Shakira, Ozuna",Monotonía,Sony Music Latin,21,127,19,8970075,regional-global-weekly-2023-03-02.csv
120,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,56,115,115,8934877,regional-global-weekly-2023-03-02.csv
121,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T,"Quevedo, Myke Towers",PLAYA DEL INGLÉS,Rimas Entertainment LLC.,71,111,11,8893086,regional-global-weekly-2023-03-02.csv
122,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,121,72,8849903,regional-global-weekly-2023-03-02.csv
123,spotify:track:1418IuVKQPTYqt7QNJ9RXN,King,Maan Meri Jaan,Warner Music India,40,82,15,8782470,regional-global-weekly-2023-03-02.csv
124,spotify:track:11BKm0j4eYoCPPpCONAVwA,Lady Gaga,Bloody Mary,Interscope,31,92,14,8777489,regional-global-weekly-2023-03-02.csv
125,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,Grupo Frontera,NO SE VA - En Vivo,BorderTown Records,36,118,23,8775642,regional-global-weekly-2023-03-02.csv
126,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,96,126,55,8709714,regional-global-weekly-2023-03-02.csv
127,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Shivers,Atlantic Records UK,4,133,77,8685291,regional-global-weekly-2023-03-02.csv
128,spotify:track:6odrHMSLjP3aOXC4ipKUC6,Yng Lvcas,La Bebe,Yng Lvcas,128,159,3,8677738,regional-global-weekly-2023-03-02.csv
129,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,183,76,8657558,regional-global-weekly-2023-03-02.csv
130,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,129,317,8648353,regional-global-weekly-2023-03-02.csv
131,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,The Kid LAROI,LOVE AGAIN,Columbia,25,81,5,8643511,regional-global-weekly-2023-03-02.csv
132,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,The Weeknd/Lyric,52,161,78,8629927,regional-global-weekly-2023-03-02.csv
133,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,139,39,8561719,regional-global-weekly-2023-03-02.csv
134,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,78,117,22,8545360,regional-global-weekly-2023-03-02.csv
135,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,113,136,64,8523404,regional-global-weekly-2023-03-02.csv
136,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,85,151,107,8457395,regional-global-weekly-2023-03-02.csv
137,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,89,134,34,8440257,regional-global-weekly-2023-03-02.csv
138,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Eminem Catalog PS,51,135,91,8416646,regional-global-weekly-2023-03-02.csv
139,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,7,156,36,8384964,regional-global-weekly-2023-03-02.csv
140,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,66,155,82,8363750,regional-global-weekly-2023-03-02.csv
141,spotify:track:2yPoXCs7BSIUrucMdK5PzV,"Rihanna, JAY-Z",Umbrella,Def Jam Recordings,59,79,3,8361172,regional-global-weekly-2023-03-02.csv
142,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,The Weeknd/Lyric,111,123,31,8336153,regional-global-weekly-2023-03-02.csv
143,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,10,147,39,8330069,regional-global-weekly-2023-03-02.csv
144,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,66,131,26,8298166,regional-global-weekly-2023-03-02.csv
145,spotify:track:4H6o1bxKRGzmsE0vzo968m,"Yuridia, Ángela Aguilar",Qué Agonía,Sony Music México,128,144,11,8285733,regional-global-weekly-2023-03-02.csv
146,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),67,96,16,8273456,regional-global-weekly-2023-03-02.csv
147,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna,Diamonds,Def Jam Recordings,77,119,3,8249609,regional-global-weekly-2023-03-02.csv
149,spotify:track:5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,Roc Nation / Rihanna,68,93,32,8176804,regional-global-weekly-2023-03-02.csv
150,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,7,148,37,8162900,regional-global-weekly-2023-03-02.csv
151,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,94,153,29,8155506,regional-global-weekly-2023-03-02.csv
152,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Rimas Entertainment LLC,15,140,43,8140895,regional-global-weekly-2023-03-02.csv
153,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,101,169,98,8130625,regional-global-weekly-2023-03-02.csv
154,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,82,130,29,8129364,regional-global-weekly-2023-03-02.csv
155,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Eminem Catalog PS,108,149,22,8102535,regional-global-weekly-2023-03-02.csv
156,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,57,145,25,8070256,regional-global-weekly-2023-03-02.csv
157,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,157,276,8069701,regional-global-weekly-2023-03-02.csv
158,spotify:track:1aUq8rjW1EwkAkMri4VfJy,"Rauw Alejandro, Lyanno, Brray",LOKERA,Sony Music Latin/Duars Entertainment,38,132,29,8058092,regional-global-weekly-2023-03-02.csv
159,spotify:track:0Iozrbed8spxoBnmtBMshO,Quevedo,WANDA,Rimas Entertainment LLC.,141,141,5,8052441,regional-global-weekly-2023-03-02.csv
160,spotify:track:5q86iSKkBtOoNkdgEDY5WV,Quevedo,VISTA AL MAR,Rimas Entertainment LLC.,45,138,25,8017556,regional-global-weekly-2023-03-02.csv
161,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,3,171,68,7989163,regional-global-weekly-2023-03-02.csv
162,spotify:track:5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,Rimas Entertainment LLC,74,150,32,7966161,regional-global-weekly-2023-03-02.csv
163,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,9,146,42,7942910,regional-global-weekly-2023-03-02.csv
164,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,164,-1,1,7902880,regional-global-weekly-2023-03-02.csv
165,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,17,180,106,7888025,regional-global-weekly-2023-03-02.csv
166,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",89,192,15,7864673,regional-global-weekly-2023-03-02.csv
167,spotify:track:7EAMXbLcL0qXmciM5SwMh2,Mac DeMarco,Heart To Heart,Mac’s Record Label,112,173,7,7859310,regional-global-weekly-2023-03-02.csv
168,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,170,12,7858261,regional-global-weekly-2023-03-02.csv
169,spotify:track:3BnDvpeuGOj21Ir2aVEtQo,Rema,Calm Down,Mavin Records / Jonzing World,73,174,34,7844008,regional-global-weekly-2023-03-02.csv
170,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,104,184,67,7842193,regional-global-weekly-2023-03-02.csv
171,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,21,163,73,7840596,regional-global-weekly-2023-03-02.csv
172,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,58,166,29,7810043,regional-global-weekly-2023-03-02.csv
173,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,189,223,7798678,regional-global-weekly-2023-03-02.csv
174,spotify:track:6OzUIp8KjuwxJnCWkXp1uL,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,64,185,22,7783190,regional-global-weekly-2023-03-02.csv
175,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,98,175,76,7782602,regional-global-weekly-2023-03-02.csv
176,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,3,178,70,7777103,regional-global-weekly-2023-03-02.csv
177,spotify:track:7eTv2OTr3aY5iKtFdBusoA,KAROL G,BESTIES,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,177,-1,1,7758914,regional-global-weekly-2023-03-02.csv
178,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Eminem Catalog PS,44,176,112,7753594,regional-global-weekly-2023-03-02.csv
179,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,2,168,43,7743081,regional-global-weekly-2023-03-02.csv
180,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,63,193,52,7704714,regional-global-weekly-2023-03-02.csv
181,spotify:track:2wSTnntOPRi7aQneobFtU4,SZA,Shirt,Top Dawg Entertainment/RCA Records,21,186,18,7648124,regional-global-weekly-2023-03-02.csv
182,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5,"El Chachito, Junior H",En Paris,Rancho Humilde,182,-1,2,7639404,regional-global-weekly-2023-03-02.csv
183,spotify:track:4bycD60yZgR6anIBtmU8UH,"KAROL G, Carla Morrison",MAÑANA SERÁ BONITO,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,183,-1,1,7638061,regional-global-weekly-2023-03-02.csv
184,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,181,306,7610346,regional-global-weekly-2023-03-02.csv
185,spotify:track:4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,63,172,19,7607304,regional-global-weekly-2023-03-02.csv
186,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,"Grupo Marca Registrada, Grupo Frontera",Di Que Si,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",124,124,2,7587970,regional-global-weekly-2023-03-02.csv
187,spotify:track:4o6v3Oooyt7HF20idztRD4,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,Som Livre,80,113,16,7554725,regional-global-weekly-2023-03-02.csv
188,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,147,194,17,7550768,regional-global-weekly-2023-03-02.csv
189,spotify:track:6maTPqynTmrkWIralgGaoP,Mae Stephens,If We Ever Broke Up,EMI,154,154,2,7536652,regional-global-weekly-2023-03-02.csv
190,spotify:track:559SdaPI7mqy9IQiscuaMj,Miguel,Sure Thing - Sped Up,RCA/Legacy,190,191,2,7524607,regional-global-weekly-2023-03-02.csv
191,spotify:track:1wTopxO5eQBpxrBXPSbsUn,Lana Del Rey,A&W,Polydor Records,97,97,2,7522703,regional-global-weekly-2023-03-02.csv
192,spotify:track:2VzCjpKvPB1l1tqLndtAQa,Peso Pluma,Por Las Noches,Worms Music,192,-1,1,7511151,regional-global-weekly-2023-03-02.csv
193,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,120,198,20,7500662,regional-global-weekly-2023-03-02.csv
194,spotify:track:38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),Columbia,22,160,23,7488101,regional-global-weekly-2023-03-02.csv
195,spotify:track:3CNbrXrUrEARw8zeKNCdYo,KAROL G,GUCCI LOS PAÑOS,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,195,-1,1,7470526,regional-global-weekly-2023-03-02.csv
196,spotify:track:1xs8bOvm3IzEYmcLJVOc34,Ayra Starr,Rush,Mavin Records,172,195,3,7464507,regional-global-weekly-2023-03-02.csv
197,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",Gangsta's Paradise,"Tommy Boy Music, LLC",40,196,66,7458994,regional-global-weekly-2023-03-02.csv
198,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,107,-1,55,7432128,regional-global-weekly-2023-03-02.csv
199,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,187,136,7393629,regional-global-weekly-2023-03-02.csv
200,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),105,-1,29,7380345,regional-global-weekly-2023-03-02.csv
1,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1,2,2,57131424,regional-global-weekly-2023-03-09.csv
2,spotify:track:7oDd86yk8itslrA9HRP2ki,"The Weeknd, Ariana Grande",Die For You - Remix,XO / Republic Records,2,3,2,54891152,regional-global-weekly-2023-03-09.csv
3,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,1,8,53723448,regional-global-weekly-2023-03-09.csv
4,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,4,13,42801686,regional-global-weekly-2023-03-09.csv
5,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,3,5,5,38239133,regional-global-weekly-2023-03-09.csv
6,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",DALE PLAY Records,2,6,9,29173133,regional-global-weekly-2023-03-09.csv
7,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,8,49,28899629,regional-global-weekly-2023-03-09.csv
8,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,2,7,14,28542516,regional-global-weekly-2023-03-09.csv
9,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,8,9,9,26830095,regional-global-weekly-2023-03-09.csv
10,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,9,12,28,24129587,regional-global-weekly-2023-03-09.csv
11,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,10,24,23742111,regional-global-weekly-2023-03-09.csv
