rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
70,spotify:track:1597vvneWf0zoQrg2D8yH6,"MC MENOR HR, MC MENOR SG, DJ ESCOBAR",Evoque Prata,GUETTO RECORDS,69,106,8,9779496,regional-global-weekly-2023-01-05.csv
71,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,128,11,9761407,regional-global-weekly-2023-01-05.csv
72,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment/Interscope Records,1,123,16,9620119,regional-global-weekly-2023-01-05.csv
73,spotify:track:3BnDvpeuGOj21Ir2aVEtQo,Rema,Calm Down,Mavin Records / Jonzing World,73,124,26,9593839,regional-global-weekly-2023-01-05.csv
74,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,148,33,9452029,regional-global-weekly-2023-01-05.csv
75,spotify:track:6BePGk3eCan4FqaW2X8Qy3,"Tiësto, Tate McRae",10:35,Atlantic Records,75,-1,3,9446325,regional-global-weekly-2023-01-05.csv
76,spotify:track:7iwJOi3hlMqZt6pj1sQOBj,Quevedo,VISTA AL MAR,Rimas Entertainment LLC.,45,116,17,9405168,regional-global-weekly-2023-01-05.csv
77,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,Grupo Frontera,NO SE VA - En Vivo,BorderTown Records,36,132,15,9299430,regional-global-weekly-2023-01-05.csv
78,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,7,122,28,9231493,regional-global-weekly-2023-01-05.csv
79,spotify:track:6Um358vY92UBv5DloTRX9L,"Carín León, Grupo Frontera",Que Vuelvas,BorderKid Records/Sony Music Latin,79,-1,1,9217131,regional-global-weekly-2023-01-05.csv
80,spotify:track:4o6v3Oooyt7HF20idztRD4,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,Som Livre,80,111,8,9166939,regional-global-weekly-2023-01-05.csv
81,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,2,193,103,9127109,regional-global-weekly-2023-01-05.csv
82,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,82,126,21,9125864,regional-global-weekly-2023-01-05.csv
83,spotify:track:38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),Columbia,22,143,15,9118662,regional-global-weekly-2023-01-05.csv
84,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Eminem Catalog PS,31,134,67,9107133,regional-global-weekly-2023-01-05.csv
85,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,141,11,9028099,regional-global-weekly-2023-01-05.csv
86,spotify:track:6OzUIp8KjuwxJnCWkXp1uL,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,64,136,14,9028033,regional-global-weekly-2023-01-05.csv
87,spotify:track:58cEG7FsVoipRiRKUMgOjo,"Rauw Alejandro, Baby Rasta",PUNTO 40,Sony Music Latin/Duars Entertainment,48,118,13,9024738,regional-global-weekly-2023-01-05.csv
88,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,The Weeknd/Lyric,1,137,63,9009578,regional-global-weekly-2023-01-05.csv
89,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, hey daisy",Sunroof,Thirty Knots/Columbia,28,182,35,9005631,regional-global-weekly-2023-01-05.csv
90,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,140,109,9002421,regional-global-weekly-2023-01-05.csv
91,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Fish People,1,-1,31,8939612,regional-global-weekly-2023-01-05.csv
92,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,138,246,8925854,regional-global-weekly-2023-01-05.csv
93,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),93,160,8,8923555,regional-global-weekly-2023-01-05.csv
94,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,56,144,107,8895298,regional-global-weekly-2023-01-05.csv
95,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,ADOR,95,-1,1,8878049,regional-global-weekly-2023-01-05.csv
96,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,7,147,29,8874884,regional-global-weekly-2023-01-05.csv
97,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,170,164,8829210,regional-global-weekly-2023-01-05.csv
98,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,98,151,19,8736650,regional-global-weekly-2023-01-05.csv
99,spotify:track:4ASA1PZyWGbuc4d9N8OAcF,"Gustavo Mioto, Mari Fernandez",Eu Gosto Assim - Ao Vivo,Universal Music Ltda.,99,129,13,8655205,regional-global-weekly-2023-01-05.csv
100,spotify:track:6WbAhuwE6fCOriBu5786X1,"KAROL G, Ovy On The Drums",CAIRO,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,75,139,7,8629106,regional-global-weekly-2023-01-05.csv
101,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,3,146,62,8613900,regional-global-weekly-2023-01-05.csv
102,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,10,163,31,8602685,regional-global-weekly-2023-01-05.csv
103,spotify:track:4ilZV1WNjL7IxwE81OnaRY,Bellakath,Gatita,La Mafia del Perreo,94,135,6,8599194,regional-global-weekly-2023-01-05.csv
104,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,17,145,98,8582787,regional-global-weekly-2023-01-05.csv
105,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,5,-1,86,8571273,regional-global-weekly-2023-01-05.csv
106,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,106,-1,1,8552377,regional-global-weekly-2023-01-05.csv
107,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,107,-1,49,8503969,regional-global-weekly-2023-01-05.csv
108,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Central Cee,15,161,24,8497499,regional-global-weekly-2023-01-05.csv
109,spotify:track:6sCvvleqKbeyOkQDieBYgp,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Roc Nation/Def Jam/Hollywood,11,156,10,8496505,regional-global-weekly-2023-01-05.csv
110,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,57,183,17,8492618,regional-global-weekly-2023-01-05.csv
111,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Shivers,Atlantic Records UK,4,195,69,8492250,regional-global-weekly-2023-01-05.csv
112,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,154,303,8488443,regional-global-weekly-2023-01-05.csv
113,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,85,196,14,8388598,regional-global-weekly-2023-01-05.csv
114,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,24,121,4,8362150,regional-global-weekly-2023-01-05.csv
115,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Super Freaky Girl,Republic Records,14,-1,20,8355888,regional-global-weekly-2023-01-05.csv
116,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,188,76,8311194,regional-global-weekly-2023-01-05.csv
117,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Eminem Catalog PS,116,150,14,8306800,regional-global-weekly-2023-01-05.csv
118,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,157,309,8219275,regional-global-weekly-2023-01-05.csv
119,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,107,164,47,8203780,regional-global-weekly-2023-01-05.csv
120,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",Gangsta's Paradise,"Tommy Boy Music, LLC",40,-1,58,8199960,regional-global-weekly-2023-01-05.csv
121,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,121,167,3,8195114,regional-global-weekly-2023-01-05.csv
122,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,190,64,8189337,regional-global-weekly-2023-01-05.csv
123,spotify:track:26hOm7dTtBi0TdpDGl141t,Joji,Die For You,88rising Music,21,155,9,8126700,regional-global-weekly-2023-01-05.csv
124,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,66,175,74,8115991,regional-global-weekly-2023-01-05.csv
125,spotify:track:0NO2zL0kw8sGGnaMvHKAZF,"Cris MJ, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola (Remix),Stars Music Chile 2024,125,180,2,8113137,regional-global-weekly-2023-01-05.csv
126,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,174,68,8061687,regional-global-weekly-2023-01-05.csv
127,spotify:track:4zN21mbAuaD0WqtmaTZZeP,"James Hype, Miggy Dela Rosa",Ferrari,Universal-Island Records Ltd.,34,-1,27,8047573,regional-global-weekly-2023-01-05.csv
128,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,89,178,26,8046734,regional-global-weekly-2023-01-05.csv
129,spotify:track:6ex1Pz3pntgy4NPtxHXN2V,Ed Sheeran,Bad Habits,Atlantic Records UK,3,-1,76,8010790,regional-global-weekly-2023-01-05.csv
130,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,58,172,21,8003592,regional-global-weekly-2023-01-05.csv
131,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,4,-1,70,7999713,regional-global-weekly-2023-01-05.csv
132,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Eminem Catalog PS,51,181,83,7964666,regional-global-weekly-2023-01-05.csv
133,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Sub Pop Records,133,-1,14,7950073,regional-global-weekly-2023-01-05.csv
134,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,3,-1,80,7928475,regional-global-weekly-2023-01-05.csv
135,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,158,128,7886336,regional-global-weekly-2023-01-05.csv
136,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,2,199,76,7842699,regional-global-weekly-2023-01-05.csv
137,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment/Interscope Records,2,186,20,7809891,regional-global-weekly-2023-01-05.csv
138,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,-1,208,7776859,regional-global-weekly-2023-01-05.csv
139,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,-1,31,7764082,regional-global-weekly-2023-01-05.csv
140,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,-1,67,7762479,regional-global-weekly-2023-01-05.csv
141,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,141,194,19,7758268,regional-global-weekly-2023-01-05.csv
143,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,21,189,65,7738352,regional-global-weekly-2023-01-05.csv
144,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,122,-1,99,7733198,regional-global-weekly-2023-01-05.csv
145,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",145,-1,7,7732324,regional-global-weekly-2023-01-05.csv
146,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,33,179,5,7639423,regional-global-weekly-2023-01-05.csv
147,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,The Weeknd/Lyric,52,-1,70,7631103,regional-global-weekly-2023-01-05.csv
148,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,63,-1,44,7627739,regional-global-weekly-2023-01-05.csv
149,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,11,192,54,7616660,regional-global-weekly-2023-01-05.csv
150,spotify:track:1aOl53hkZGHkl2Snhr7opL,Dean Lewis,How Do I Say Goodbye,Universal Music Australia Pty. Ltd.,86,-1,13,7605738,regional-global-weekly-2023-01-05.csv
151,spotify:track:2GThBgzZoZfz0lx1JjBwfe,New West,Those Eyes,Republic Records,151,-1,1,7596355,regional-global-weekly-2023-01-05.csv
152,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,98,-1,68,7490746,regional-global-weekly-2023-01-05.csv
153,spotify:track:4H6o1bxKRGzmsE0vzo968m,"Yuridia, Ángela Aguilar",Qué Agonía,Sony Music México,153,-1,3,7477618,regional-global-weekly-2023-01-05.csv
154,spotify:track:4WuOWVnAqvEQxgSRrspBgt,"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Republic Records,24,187,5,7456031,regional-global-weekly-2023-01-05.csv
155,spotify:track:4UldILPVpnZO69ffK4B9aA,"Dj LK da Escócia, Tchakabum, MC Ryan SP, mc jhenny, Mc RF",Tubarão Te Amo,Nas Nuvens Music Group,150,162,5,7427748,regional-global-weekly-2023-01-05.csv
