rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
14,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,DCD2 / Fueled By Ramen,14,52,28,14787522,regional-global-weekly-2019-01-03.csv
15,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,5,39,14,13959172,regional-global-weekly-2019-01-03.csv
16,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,4,47,25,13551083,regional-global-weekly-2019-01-03.csv
17,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,11,34,20,13358031,regional-global-weekly-2019-01-03.csv
18,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,2,51,31,12971076,regional-global-weekly-2019-01-03.csv
19,spotify:track:0todbbT9g5uQGbeFCiBf2F,Ariana Grande,imagine,Republic Records,8,33,3,12846216,regional-global-weekly-2019-01-03.csv
20,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",13,36,16,12821151,regional-global-weekly-2019-01-03.csv
21,spotify:track:2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",Arms Around You (feat. Maluma & Swae Lee),Warner Records,3,38,10,12674714,regional-global-weekly-2019-01-03.csv
22,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,1,55,36,12581757,regional-global-weekly-2019-01-03.csv
23,spotify:track:27rdGxbavYJeBphck5MZAF,"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),Columbia,22,45,5,12335749,regional-global-weekly-2019-01-03.csv
24,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",1,48,44,12035281,regional-global-weekly-2019-01-03.csv
25,spotify:track:14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the party's over,Darkroom/Interscope Records,12,53,11,12003782,regional-global-weekly-2019-01-03.csv
26,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,3,50,34,12002754,regional-global-weekly-2019-01-03.csv
27,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,6,59,26,11899987,regional-global-weekly-2019-01-03.csv
28,spotify:track:7tFiyTwD0nx5a1eklYtX2J,Queen,Bohemian Rhapsody - Remastered 2011,EMI,11,43,18,11843007,regional-global-weekly-2019-01-03.csv
29,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",7,58,16,11506208,regional-global-weekly-2019-01-03.csv
30,spotify:track:5JEx7HbmvHQQswJCsoo9rA,"Ellie Goulding, Diplo, Swae Lee",Close To Me (with Diplo) (feat. Swae Lee),Polydor Records,30,82,10,11457047,regional-global-weekly-2019-01-03.csv
31,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",I Like It,Atlantic/KSR,2,67,39,10986025,regional-global-weekly-2019-01-03.csv
32,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,77,68,10738196,regional-global-weekly-2019-01-03.csv
33,spotify:track:3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Be Alright,Universal Music Australia Pty. Ltd.,12,66,24,10630130,regional-global-weekly-2019-01-03.csv
34,spotify:track:2cYnZNzFRFK0H7vSNxPsUq,"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,"Real Hasta La Muerte, LLC",34,62,9,10558659,regional-global-weekly-2019-01-03.csv
35,spotify:track:5N5k9nd479b1xpDZ4usjrg,"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),Columbia,5,85,20,10550614,regional-global-weekly-2019-01-03.csv
36,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,Cash Money/Drake LP6,1,87,50,10251850,regional-global-weekly-2019-01-03.csv
37,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,"Bad Vibes Forever, LLC",2,63,42,10148769,regional-global-weekly-2019-01-03.csv
38,spotify:track:4uP3pUP18ennmz0tb3GphR,Bad Bunny,Solo de Mi,Rimas Entertainment LLC,38,79,3,10096032,regional-global-weekly-2019-01-03.csv
39,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",39,88,9,10067968,regional-global-weekly-2019-01-03.csv
40,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Leave Me Alone,Cinematic/Epic/We The Best,40,70,17,9919193,regional-global-weekly-2019-01-03.csv
41,spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Vaina Loca,VP Records Corp/Dimelo Vi,18,69,27,9610556,regional-global-weekly-2019-01-03.csv
42,spotify:track:6MJUCumnQsQEKbCy28tbCP,"Daddy Yankee, Anuel AA",Adictiva,Craft Latino,42,84,8,9430390,regional-global-weekly-2019-01-03.csv
43,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,8,95,38,9362217,regional-global-weekly-2019-01-03.csv
44,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,Guwop Enterprises/Atlantic,26,76,16,9333229,regional-global-weekly-2019-01-03.csv
45,spotify:track:7pdF27mSDuPWhppnHAmWHa,XXXTENTACION,whoa (mind in awe),Bad Vibes Forever / EMPIRE,10,71,4,9309724,regional-global-weekly-2019-01-03.csv
46,spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Taste (feat. Offset),Last Kings Music / EMPIRE,6,91,33,9201890,regional-global-weekly-2019-01-03.csv
47,spotify:track:2FUNBaa5DwItJtYEBgAblU,21 Savage,monster,"Slaughter Gang, LLC/Epic Records",47,56,2,9056278,regional-global-weekly-2019-01-03.csv
48,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,Kid Ina Korner / Interscope,17,73,8,9035253,regional-global-weekly-2019-01-03.csv
49,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,In My Feelings,Cash Money/Drake LP6,1,90,27,8967851,regional-global-weekly-2019-01-03.csv
50,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,2,128,39,8961013,regional-global-weekly-2019-01-03.csv
51,spotify:track:5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,Epic/Record Company TEN,28,93,11,8958749,regional-global-weekly-2019-01-03.csv
52,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,Highbridge the Label / Atlantic Records,52,129,2,8627221,regional-global-weekly-2019-01-03.csv
53,spotify:track:13hvHEstJ4sNbzdroPrPI3,"Dua Lipa, BLACKPINK",Kiss and Make Up,Warner Records,16,101,11,8625735,regional-global-weekly-2019-01-03.csv
54,spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot,"Slaughter Gang, LLC/Epic Records",42,42,2,8479403,regional-global-weekly-2019-01-03.csv
55,spotify:track:1NJcg626wLln4pGHpiV7mf,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,97,37,8196083,regional-global-weekly-2019-01-03.csv
56,spotify:track:4KkUjFkcQvGvWekl8RATDn,"6ix9ine, Anuel AA",BEBE (feat. Anuel AA),"ScumGang Records / TenThousand Projects, LLC",17,81,18,8126353,regional-global-weekly-2019-01-03.csv
57,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,122,104,8119134,regional-global-weekly-2019-01-03.csv
58,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,"Mau y Ricky, Manuel Turizo, Camilo",Desconocidos,Sony Music Latin,58,106,8,8078078,regional-global-weekly-2019-01-03.csv
59,spotify:track:2GGMabyHXnJmjY6CXhhB2e,Cardi B,Money,Atlantic/KSR,46,100,10,8030937,regional-global-weekly-2019-01-03.csv
60,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Nonstop,Cash Money/Drake LP6,1,109,27,7842624,regional-global-weekly-2019-01-03.csv
61,spotify:track:6Gy7rXB6Ku5vIWC7WGWsl3,"6ix9ine, Tory Lanez",KIKA (feat. Tory Lanez),"ScumGang Records / TenThousand Projects, LLC",12,89,6,7790428,regional-global-weekly-2019-01-03.csv
62,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,"Loud Luxury, Brando",Body,Armada Music,19,158,31,7705347,regional-global-weekly-2019-01-03.csv
63,spotify:track:3NuK5xMlSlB6K2Qp16zf3h,"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),Atlantic Records UK,8,146,33,7694152,regional-global-weekly-2019-01-03.csv
64,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,no tears left to cry,Republic Records,2,115,37,7690380,regional-global-weekly-2019-01-03.csv
65,spotify:track:2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,Kid Ina Korner / Interscope,19,108,24,7678923,regional-global-weekly-2019-01-03.csv
66,spotify:track:3id2EVGKc3eFAMn9nFnB0r,Lukas Graham,Love Someone,Warner Records,53,112,17,7638904,regional-global-weekly-2019-01-03.csv
67,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,"Becky G, Paulo Londra",Cuando Te Besé,Sony Music Latin,45,99,22,7633546,regional-global-weekly-2019-01-03.csv
68,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),Republic Records,2,124,45,7626887,regional-global-weekly-2019-01-03.csv
69,spotify:track:3ao3OVxHlb3C08vAaApUlm,"Luis Fonsi, Ozuna",Imposible,UMLE - Latino,64,98,11,7593262,regional-global-weekly-2019-01-03.csv
70,spotify:track:22An65gG31JLf9n18qjdhZ,XXXTENTACION,BAD!,Bad Vibes Forever / EMPIRE,6,80,8,7556846,regional-global-weekly-2019-01-03.csv
71,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,Bad Vibes Forever / EMPIRE,7,102,71,7464907,regional-global-weekly-2019-01-03.csv
72,spotify:track:0jAfdqv18goRTUxm3ilRjb,"A Boogie Wit da Hoodie, Tyga, Offset",Startender (feat. Offset and Tyga),Highbridge the Label / Atlantic Records,72,103,2,7376774,regional-global-weekly-2019-01-03.csv
73,spotify:track:4VUwkH455At9kENOfzTqmF,"Bazzi, Camila Cabello",Beautiful (feat. Camila Cabello),iamcosmic,30,125,22,7357123,regional-global-weekly-2019-01-03.csv
74,spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Havana (feat. Young Thug),Syco Music/Epic,1,160,74,7344606,regional-global-weekly-2019-01-03.csv
75,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,EMI,51,137,10,7238914,regional-global-weekly-2019-01-03.csv
76,spotify:track:2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,UMLE - Latino,76,120,6,7197142,regional-global-weekly-2019-01-03.csv
77,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,27,150,37,7156375,regional-global-weekly-2019-01-03.csv
78,spotify:track:7dNwJbsT0sg1le5kVugGJb,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Bubalu,Hear This Music,71,110,8,7144760,regional-global-weekly-2019-01-03.csv
79,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Rita Ora,Let You Love Me,Atlantic Records UK,29,126,15,7134140,regional-global-weekly-2019-01-03.csv
80,spotify:track:14sOS5L36385FJ3OL8hew4,"Kygo, Sandro Cavazza",Happy Now,Kygo,37,130,10,7115456,regional-global-weekly-2019-01-03.csv
81,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,"Flow La Movie, Inc.",8,123,38,7052803,regional-global-weekly-2019-01-03.csv
82,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,EMI,36,118,10,6990358,regional-global-weekly-2019-01-03.csv
83,spotify:track:76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,Warner Records,4,154,53,6869918,regional-global-weekly-2019-01-03.csv
84,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,"Anuel AA, Haze",Amanece,House of Haze,84,133,3,6866096,regional-global-weekly-2019-01-03.csv
85,spotify:track:4QIyEq7TcTdAcxjI2AFlAK,"6ix9ine, Nicki Minaj, Murda Beatz",FEFE (feat. Nicki Minaj & Murda Beatz),"ScumGang Records / TenThousand Projects, LLC",2,119,24,6734435,regional-global-weekly-2019-01-03.csv
86,spotify:track:0LQ1J0BCzA2qnAgp9MkkNE,"6ix9ine, Anuel AA",MALA (feat. Anuel AA),"ScumGang Records / TenThousand Projects, LLC",71,121,5,6712315,regional-global-weekly-2019-01-03.csv
87,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,131,100,6654712,regional-global-weekly-2019-01-03.csv
88,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,New Rules,Warner Records,2,181,78,6620839,regional-global-weekly-2019-01-03.csv
89,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,Darkroom,83,134,11,6572413,regional-global-weekly-2019-01-03.csv
90,spotify:track:4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun,Columbia,35,162,28,6568840,regional-global-weekly-2019-01-03.csv
91,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,6,187,49,6561800,regional-global-weekly-2019-01-03.csv
92,spotify:track:08bNPGLD8AhKpnnERrAc6G,"Marshmello, Anne-Marie",FRIENDS,Joytime Collective,4,178,47,6551257,regional-global-weekly-2019-01-03.csv
93,spotify:track:6mQLN3zRtAp6ovjusyYKrV,"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),Atlantic Records,93,155,6,6516078,regional-global-weekly-2019-01-03.csv
94,spotify:track:3KLygy1YWhmrQx0GRs7IOx,"Jonas Blue, Jack & Jack",Rise,Positiva,12,174,31,6466669,regional-global-weekly-2019-01-03.csv
95,spotify:track:4S8d14HvHb70ImctNgVzQQ,"Kanye West, Lil Pump",I Love It (& Lil Pump),"Getting Out Our Dreams, Inc./Def Jam Recordings",1,144,17,6420447,regional-global-weekly-2019-01-03.csv
96,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,149,96,6404521,regional-global-weekly-2019-01-03.csv
97,spotify:track:7uQmJ1jgNzBpATSoWKSPFu,"Sebastian Yatra, Mau y Ricky",Ya No Tiene Novio,UMLE - Latino,68,143,18,6368854,regional-global-weekly-2019-01-03.csv
98,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,34,138,8,6210584,regional-global-weekly-2019-01-03.csv
99,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,Columbia,2,136,16,6159031,regional-global-weekly-2019-01-03.csv
100,spotify:track:4OafepJy2teCjYJbvFE60J,Ariana Grande,breathin,Republic Records,2,140,20,6137178,regional-global-weekly-2019-01-03.csv
101,spotify:track:04MLEeAMuV9IlHEsD8vF6A,"French Montana, Drake",No Stylist (feat. Drake),Epic,27,166,15,6026099,regional-global-weekly-2019-01-03.csv
102,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,Mercury Records/Republic Owned,10,167,67,6001541,regional-global-weekly-2019-01-03.csv
103,spotify:track:5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,God is a woman,Republic Records,2,153,25,5988516,regional-global-weekly-2019-01-03.csv
104,spotify:track:7AFASza1mXqntmGtbxXprO,XXXTENTACION,changes,"Bad Vibes Forever, LLC",9,147,44,5925059,regional-global-weekly-2019-01-03.csv
105,spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,Kid Ina Korner / Interscope,8,175,88,5824786,regional-global-weekly-2019-01-03.csv
106,spotify:track:278kSqsZIiYp8p3QjYAqa8,Bad Bunny,NI BIEN NI MAL,Rimas Entertainment LLC,106,-1,1,5785233,regional-global-weekly-2019-01-03.csv
107,spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Queen, David Bowie",Under Pressure - Remastered 2011,EMI,55,165,9,5779865,regional-global-weekly-2019-01-03.csv
108,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,UMGRI Interscope,4,182,34,5779459,regional-global-weekly-2019-01-03.csv
109,spotify:track:0YammaEkYSeo9vQYZ1OwS6,"David Guetta, Bebe Rexha, J Balvin",Say My Name,Parlophone UK,68,-1,15,5760891,regional-global-weekly-2019-01-03.csv
110,spotify:track:2wVDWtLKXunswWecARNILj,JENNIE,SOLO,"YG Entertainment, distributed through Interscope Records",66,164,8,5715245,regional-global-weekly-2019-01-03.csv
111,spotify:track:7lAK3oHbfEnvUQWosrMMpR,Travis Scott,YOSEMITE,Cactus Jack / Epic,24,192,18,5680436,regional-global-weekly-2019-01-03.csv
112,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,112,185,6,5676750,regional-global-weekly-2019-01-03.csv
113,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,29,186,83,5654767,regional-global-weekly-2019-01-03.csv
114,spotify:track:5N4erncE7kuUccm7zEmwzk,"Silk City, Dua Lipa, Mark Ronson, Diplo",Electricity,Columbia,14,199,17,5627393,regional-global-weekly-2019-01-03.csv
115,spotify:track:4Uy3kNxW2kB8AEoXljEcth,"Nicki Minaj, Anuel AA, Bantu","Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Universal Records,115,169,3,5605078,regional-global-weekly-2019-01-03.csv
116,spotify:track:222B3aljXx6fFwKmFjuBED,"Little Mix, Nicki Minaj",Woman Like Me (feat. Nicki Minaj),Syco Music,22,179,12,5601723,regional-global-weekly-2019-01-03.csv
117,spotify:track:6q8Lb50EtqNeeJXXe8mMAH,"KAROL G, Anuel AA",Culpables,UMLE - Latino,89,159,16,5549463,regional-global-weekly-2019-01-03.csv
118,spotify:track:4NBTZtAt1F13VvlSKe6KTl,"The Chainsmokers, Kelsea Ballerini",This Feeling,Disruptor Records/Columbia,23,198,15,5529365,regional-global-weekly-2019-01-03.csv
119,spotify:track:4paAidoE8VAemwU4jgCc6l,21 Savage,all my friends,"Slaughter Gang, LLC/Epic Records",83,83,2,5517485,regional-global-weekly-2019-01-03.csv
120,spotify:track:2zDj4WjbNDmrRL6Z4YjjCA,"Reik, Maluma",Amigos Con Derechos,Columbia,69,171,18,5509676,regional-global-weekly-2019-01-03.csv
121,spotify:track:04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,I'm a Mess,Warner Records,52,191,28,5408581,regional-global-weekly-2019-01-03.csv
122,spotify:track:1KVczjazCcCCgM3gXXUl47,"benny blanco, Juice WRLD, Brendon Urie",Roses (with Juice WRLD feat. Brendon Urie),Friends Keep Secrets/Interscope Records,122,197,4,5406581,regional-global-weekly-2019-01-03.csv
123,spotify:track:6cFZ4PLC19taNlpl9pbGMf,Queen,Somebody To Love - Remastered 2011,EMI,50,170,9,5374138,regional-global-weekly-2019-01-03.csv
124,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,Drake,Nice For What,Cash Money/Drake LP6,1,-1,38,5356136,regional-global-weekly-2019-01-03.csv
125,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love,Bad Vibes Forever / EMPIRE,19,172,68,5323299,regional-global-weekly-2019-01-03.csv
126,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,-1,105,5270523,regional-global-weekly-2019-01-03.csv
127,spotify:track:4kWO6O1BUXcZmaxitpVUwp,"Tiësto, Dzeko, Preme, Post Malone",Jackie Chan,"Universal Music, a division of Universal International Music BV",11,-1,32,5226205,regional-global-weekly-2019-01-03.csv
128,spotify:track:7KPGeiXWDsGEvFK62wzU8E,Capital Bra,Benzema,Bra Musik,105,105,2,5208649,regional-global-weekly-2019-01-03.csv
129,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,-1,105,5203101,regional-global-weekly-2019-01-03.csv
130,spotify:track:4m5Cd9kAbIxg6t9sMrQWtk,"6ix9ine, Lil Baby",TIC TOC (feat. Lil Baby),"ScumGang Records / TenThousand Projects, LLC",10,163,6,5174217,regional-global-weekly-2019-01-03.csv
131,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,"BlocBoy JB, Drake",Look Alive (feat. Drake),Bloc Nation,6,200,47,5164649,regional-global-weekly-2019-01-03.csv
132,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),Warner Records,18,-1,67,5131434,regional-global-weekly-2019-01-03.csv
133,spotify:track:5CLGzJsGqhCEECcpnFQA8x,"Rudimental, Jess Glynne, Macklemore, Dan Caplen","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Atlantic Records UK,9,-1,46,5084818,regional-global-weekly-2019-01-03.csv
134,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,PLG - Capitol,1,-1,68,5071938,regional-global-weekly-2019-01-03.csv
135,spotify:track:2c7GlMNmF7pbohjykutmLP,"Sia, Diplo, Labrinth, LSD","Thunderclouds (feat. Sia, Diplo, and Labrinth)",Records/Columbia,34,-1,20,5058169,regional-global-weekly-2019-01-03.csv
136,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,136,-1,1,5012766,regional-global-weekly-2019-01-03.csv
137,spotify:track:60SdxE8apGAxMiRrpbmLY0,"Eminem, Joyner Lucas",Lucky You (feat. Joyner Lucas),Eminem Catalog PS,1,-1,17,4973323,regional-global-weekly-2019-01-03.csv
138,spotify:track:62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,Sony Music Latin,56,183,21,4948510,regional-global-weekly-2019-01-03.csv
139,spotify:track:2ijef6ni2amuunRoKTlgww,"Becky G, NATTI NATASHA",Sin Pijama,Sony Music Latin,22,-1,35,4928710,regional-global-weekly-2019-01-03.csv
140,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Mercury Records/Republic Owned,20,-1,101,4914505,regional-global-weekly-2019-01-03.csv
141,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,Generation Now/Atlantic,10,194,93,4914141,regional-global-weekly-2019-01-03.csv
142,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Black Panther (TDE/DMG) PS,2,-1,40,4873086,regional-global-weekly-2019-01-03.csv
143,spotify:track:45Egmo7icyopuzJN0oMEdk,"Khalid, Normani",Love Lies,RCA Records Label,11,-1,44,4863267,regional-global-weekly-2019-01-03.csv
144,spotify:track:74lnM5V6ecvoTPV0fvptx9,"Ski Mask The Slump God, Juice WRLD",Nuketown (feat. Juice WRLD),Republic Records,87,-1,4,4851643,regional-global-weekly-2019-01-03.csv
145,spotify:track:1DcxnVNFAyVl2sDQ646pXS,KEVIN ROLDAN,PPP,UMLE - Latino,121,-1,11,4819802,regional-global-weekly-2019-01-03.csv
146,spotify:track:0WdGQhoAP2LBsqr5Jhit2g,"Maroon 5, SZA",What Lovers Do,Interscope Records*,5,-1,64,4764489,regional-global-weekly-2019-01-03.csv
147,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,147,-1,2,4758607,regional-global-weekly-2019-01-03.csv
148,spotify:track:59PYgzOiOjGDzjDT5N5oOX,"Brytiago, Daddy Yankee, Ozuna, Anuel AA, Darell",Asesina - Remix,Business Music,124,-1,8,4725657,regional-global-weekly-2019-01-03.csv
