rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
56,spotify:track:6v0lAdFF4haL8xjBIUjtOw,"Nicky Jam, Ozuna",Te Robaré,Sony Music Latin,56,75,2,9908544,regional-global-weekly-2019-04-04.csv
57,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,"Mau y Ricky, Manuel Turizo, Camilo",Desconocidos,Sony Music Latin,34,46,21,9892495,regional-global-weekly-2019-04-04.csv
58,spotify:track:11cDEev79fPKi6uJCjUhu8,"The Chainsmokers, 5 Seconds of Summer",Who Do You Love,Disruptor Records/Columbia,33,51,8,9756430,regional-global-weekly-2019-04-04.csv
59,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,Grade A Productions/Interscope Records,18,42,7,9726933,regional-global-weekly-2019-04-04.csv
60,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,1,48,49,9653857,regional-global-weekly-2019-04-04.csv
61,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic,2,43,35,9639314,regional-global-weekly-2019-04-04.csv
62,spotify:track:2H4gf1wLxvYreMj1jcaN0k,Dean Lewis,Be Alright,Universal Music Australia Pty. Ltd.,12,47,37,9385021,regional-global-weekly-2019-04-04.csv
63,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Verte Ir,Hear This Music,63,-1,1,9342641,regional-global-weekly-2019-04-04.csv
64,spotify:track:059bcIhyc2SBwm6sw2AZzd,"Piso 21, Micro TDH",Te Vi,WM Mexico,50,52,12,9225029,regional-global-weekly-2019-04-04.csv
65,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,Highbridge the Label / Atlantic Records,20,50,15,9093064,regional-global-weekly-2019-04-04.csv
66,spotify:track:6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West",Mixed Personalities (feat. Kanye West),P2019,59,59,7,8902049,regional-global-weekly-2019-04-04.csv
67,spotify:track:5BDP2tky8oMQJPS33frKVp,"Sebastian Yatra, Reik",Un Año,UMLE - Latino,52,54,10,8777062,regional-global-weekly-2019-04-04.csv
68,spotify:track:6VSaNvPPagk4U5Skxp6XfV,PNL,Au DD,QLF Records,34,34,2,8696416,regional-global-weekly-2019-04-04.csv
69,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,2,57,44,8696290,regional-global-weekly-2019-04-04.csv
70,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,"Anuel AA, Haze",Amanece,House of Haze,45,60,16,8680603,regional-global-weekly-2019-04-04.csv
71,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,Ava Max,So Am I,Atlantic Records,70,70,4,8459491,regional-global-weekly-2019-04-04.csv
72,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,63,81,8447496,regional-global-weekly-2019-04-04.csv
73,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",7,66,29,8424850,regional-global-weekly-2019-04-04.csv
74,spotify:track:3oh6SCCeLuXhFpEyepla6G,Blueface,Thotiana,Fifth Amendment Entertainment/eOne Music,29,53,10,8378028,regional-global-weekly-2019-04-04.csv
75,spotify:track:3f5lA8nnc4YYF1qf78WpHw,"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,"Real Hasta La Muerte, LLC",33,62,22,8301733,regional-global-weekly-2019-04-04.csv
76,spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot,"Slaughter Gang, LLC/Epic Records",21,61,15,8211713,regional-global-weekly-2019-04-04.csv
77,spotify:track:5JEx7HbmvHQQswJCsoo9rA,"Ellie Goulding, Diplo, Swae Lee",Close To Me (with Diplo) (feat. Swae Lee),Polydor Records,19,64,23,8176864,regional-global-weekly-2019-04-04.csv
78,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,3,65,47,8149465,regional-global-weekly-2019-04-04.csv
79,spotify:track:6tsOcBnaKgzK22yEiqRh8P,"Ariana Grande, Victoria Monét",MONOPOLY (with Victoria Monét),Republic Records,79,-1,1,8019172,regional-global-weekly-2019-04-04.csv
80,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",1,69,57,7861416,regional-global-weekly-2019-04-04.csv
81,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,Kid Ina Korner / Interscope,17,77,21,7767029,regional-global-weekly-2019-04-04.csv
82,spotify:track:3g4UyIcQwutiG0TfW32GnX,"Manuel Turizo, Ozuna",Esclavo de Tus Besos,Sony Music Latin/La Industria,73,73,6,7735083,regional-global-weekly-2019-04-04.csv
83,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",13,72,29,7607157,regional-global-weekly-2019-04-04.csv
84,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,A Star is Born OST,35,71,24,7542205,regional-global-weekly-2019-04-04.csv
85,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",19,78,22,7533474,regional-global-weekly-2019-04-04.csv
86,spotify:track:1T8IRUJBga0JXioJZvxjBR,Rammstein,Deutschland,Rammstein,86,-1,1,7512393,regional-global-weekly-2019-04-04.csv
87,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,8,74,51,7456388,regional-global-weekly-2019-04-04.csv
88,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),Atlantic Records,3,68,25,7453833,regional-global-weekly-2019-04-04.csv
89,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,Darkroom,67,92,24,7441956,regional-global-weekly-2019-04-04.csv
90,spotify:track:3r1cV21xPMkgCmxk8VqWOB,Capital Bra,Cherry Lady,Bra Musik,40,40,2,7428885,regional-global-weekly-2019-04-04.csv
91,spotify:track:6JqpFboOH2bq9pzaYbkKBn,"Sofía Reyes, Rita Ora, Anitta",R.I.P. (feat. Rita Ora & Anitta),WEA Latina,35,35,3,7404701,regional-global-weekly-2019-04-04.csv
92,spotify:track:7DHApOHsIFo7EyfieArYGE,P!nk,Walk Me Home,RCA Records Label,81,81,6,7327916,regional-global-weekly-2019-04-04.csv
93,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,"Bad Vibes Forever, LLC",2,79,55,7284579,regional-global-weekly-2019-04-04.csv
94,spotify:track:03x2rVJRFUrvwlfxoHd9Mo,Tom Walker,Just You and I,Relentless Records,94,106,5,7070090,regional-global-weekly-2019-04-04.csv
95,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,6,83,39,6979672,regional-global-weekly-2019-04-04.csv
96,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,88,117,6929341,regional-global-weekly-2019-04-04.csv
97,spotify:track:1ThmUihH9dF8EV08ku5AXN,Ski Mask The Slump God,Faucet Failure,Republic Records,97,103,5,6920392,regional-global-weekly-2019-04-04.csv
98,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,27,87,50,6910268,regional-global-weekly-2019-04-04.csv
99,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,EMI,51,82,23,6896014,regional-global-weekly-2019-04-04.csv
100,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,EMI,36,86,23,6791659,regional-global-weekly-2019-04-04.csv
101,spotify:track:5N5k9nd479b1xpDZ4usjrg,"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),Columbia,5,91,33,6681321,regional-global-weekly-2019-04-04.csv
102,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,11,85,33,6680411,regional-global-weekly-2019-04-04.csv
103,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,Guwop Enterprises/Atlantic,26,84,29,6612284,regional-global-weekly-2019-04-04.csv
104,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",I Like It,Atlantic/KSR,2,89,52,6610997,regional-global-weekly-2019-04-04.csv
105,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,98,113,6573681,regional-global-weekly-2019-04-04.csv
106,spotify:track:4T4CZ3Q4z3GG7lU720YYhM,"Lunay, Gaby Music, Chris Jedi",Soltera,round2media - LaFamilia,104,104,4,6523998,regional-global-weekly-2019-04-04.csv
107,spotify:track:6MJUCumnQsQEKbCy28tbCP,"Daddy Yankee, Anuel AA",Adictiva,Craft Latino,37,90,21,6516511,regional-global-weekly-2019-04-04.csv
108,spotify:track:6WkJ2OK163XXS2oARUC9JM,"Aaron Smith, Krono, Luvli",Dancin (feat. Luvli) - Krono Remix,Sony Music Entertainment,101,101,5,6475395,regional-global-weekly-2019-04-04.csv
109,spotify:track:0YammaEkYSeo9vQYZ1OwS6,"David Guetta, Bebe Rexha, J Balvin",Say My Name,Parlophone UK,68,94,28,6474932,regional-global-weekly-2019-04-04.csv
110,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,Bebe Rexha,Last Hurrah,Warner Records,63,76,7,6463466,regional-global-weekly-2019-04-04.csv
111,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,"Loud Luxury, Brando",Body,Armada Music,19,99,44,6428590,regional-global-weekly-2019-04-04.csv
112,spotify:track:29uWfSrklmIxzRIqFFK9jj,Khalid,Self,"Right Hand Music Group, LLC/RCA Records",112,-1,1,6377533,regional-global-weekly-2019-04-04.csv
113,spotify:track:3JjaofJ0lCeEsFSZqppzOp,"Sean Paul, J Balvin",Contra La Pared,Universal-Island Records Ltd.,113,168,3,6349236,regional-global-weekly-2019-04-04.csv
114,spotify:track:7BuHdm4lQqcyG3qTwdkxus,"Wisin & Yandel, Romeo Santos",Aullando,Sony Music Latin,113,113,5,6297297,regional-global-weekly-2019-04-04.csv
115,spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Taste (feat. Offset),Last Kings Music / EMPIRE,6,102,46,6282393,regional-global-weekly-2019-04-04.csv
116,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,"Myke Towers, Farruko",Si Se Da,2019 Casablanca Records & One World Music | Distributed by GLAD Empire,115,115,3,6248550,regional-global-weekly-2019-04-04.csv
117,spotify:track:51NFxnQvaosfDDutk0tams,Billie Eilish,bellyache,Darkroom,70,128,19,6232053,regional-global-weekly-2019-04-04.csv
118,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,Darkroom,108,150,27,6213554,regional-global-weekly-2019-04-04.csv
119,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,107,109,6201555,regional-global-weekly-2019-04-04.csv
120,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,29,105,96,6195971,regional-global-weekly-2019-04-04.csv
121,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),Republic Records,2,110,58,6182251,regional-global-weekly-2019-04-04.csv
122,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,Bad Vibes Forever / EMPIRE,7,109,84,6140962,regional-global-weekly-2019-04-04.csv
123,spotify:track:3id2EVGKc3eFAMn9nFnB0r,Lukas Graham,Love Someone,Warner Records,53,108,30,6085103,regional-global-weekly-2019-04-04.csv
124,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,Juice WRLD,Fast,Grade A Productions/Interscope Records,20,67,4,6068408,regional-global-weekly-2019-04-04.csv
125,spotify:track:1Pz3QmQFBFuI60rxCQBeW6,The Chainsmokers,Kills You Slowly,Disruptor Records/Columbia,125,-1,1,6061025,regional-global-weekly-2019-04-04.csv
126,spotify:track:507tQXutCPYNFkpOq8tmKF,Zara Larsson,Don't Worry Bout Me,Epic/Record Company TEN,126,-1,1,6045620,regional-global-weekly-2019-04-04.csv
127,spotify:track:27rdGxbavYJeBphck5MZAF,"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),Columbia,22,95,18,6032687,regional-global-weekly-2019-04-04.csv
128,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,no tears left to cry,Republic Records,2,112,50,5931717,regional-global-weekly-2019-04-04.csv
129,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,Cash Money/Drake LP6,1,114,63,5912225,regional-global-weekly-2019-04-04.csv
130,spotify:track:1L8LtC2s161XwY6YrtnQjw,"Shindy, Shirin David",Affalterbach,Sony Music/Friends with Money,130,-1,1,5898430,regional-global-weekly-2019-04-04.csv
131,spotify:track:2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,UMLE - Latino,74,111,19,5838676,regional-global-weekly-2019-04-04.csv
132,spotify:track:3npzogdOEiVsieXmmhBepL,Maren Morris,The Bones,Columbia Nashville,119,119,3,5806810,regional-global-weekly-2019-04-04.csv
133,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,Island Records,23,121,23,5744231,regional-global-weekly-2019-04-04.csv
134,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,2,122,52,5741502,regional-global-weekly-2019-04-04.csv
135,spotify:track:05t7JMip6JrLuSrMV5yYjX,Calboy,Envy Me,Polo Grounds Music/RCA Records,135,144,5,5740837,regional-global-weekly-2019-04-04.csv
136,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,I,All We Got Ent.,58,124,5,5629785,regional-global-weekly-2019-04-04.csv
137,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,PLG - Capitol,1,135,81,5600569,regional-global-weekly-2019-04-04.csv
138,spotify:track:0fcq51a3gOI6gPvzc0YLsk,"Post Malone, Roddy Ricch, Tyga",Wow. - Remix,Republic Records,129,129,3,5580824,regional-global-weekly-2019-04-04.csv
139,spotify:track:5SHhPFh68OhUmuRPymKX9d,FLETCHER,Undrunk,Capitol Records,118,118,3,5561210,regional-global-weekly-2019-04-04.csv
140,spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Queen, David Bowie",Under Pressure - Remastered 2011,EMI,55,125,22,5539988,regional-global-weekly-2019-04-04.csv
141,spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,Kid Ina Korner / Interscope,8,132,101,5479526,regional-global-weekly-2019-04-04.csv
142,spotify:track:4hqOmrCCJKyiuwDexd8c2t,"NAV, The Weeknd",Price On My Head (feat. The Weeknd),"XO Records, LLC and Republic Records",93,93,2,5459912,regional-global-weekly-2019-04-04.csv
143,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,138,118,5433886,regional-global-weekly-2019-04-04.csv
144,spotify:track:2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,Kid Ina Korner / Interscope,19,134,37,5428786,regional-global-weekly-2019-04-04.csv
145,spotify:track:1mT47pKLXUwPYGwB91GcNz,"KAROL G, Maluma",Créeme,UMLE - Latino,114,133,17,5376106,regional-global-weekly-2019-04-04.csv
146,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, ZAAC",Bola Rebola,Universal Music Ltda.,73,143,6,5358630,regional-global-weekly-2019-04-04.csv
147,spotify:track:4VUwkH455At9kENOfzTqmF,"Bazzi, Camila Cabello",Beautiful (feat. Camila Cabello),iamcosmic,30,146,35,5353534,regional-global-weekly-2019-04-04.csv
148,spotify:track:76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,Warner Records,4,140,66,5324401,regional-global-weekly-2019-04-04.csv
149,spotify:track:7o0oY5wRcoV7oPuDhD2J1z,Paloma Mami,Fingías,Sony Music Latin,80,80,2,5304149,regional-global-weekly-2019-04-04.csv
150,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,"Martin Garrix, Bonn",No Sleep (feat. Bonn),Epic Amsterdam,107,120,6,5217770,regional-global-weekly-2019-04-04.csv
151,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO,Rich The Kid,Splashin,Interscope Records,91,100,15,5210083,regional-global-weekly-2019-04-04.csv
152,spotify:track:0NJp8GyCOWnQh71xKSPfuV,Tory Lanez,Freaky,Mad Love/Interscope Records,148,176,3,5198770,regional-global-weekly-2019-04-04.csv
153,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,6,153,62,5170739,regional-global-weekly-2019-04-04.csv
154,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,Mercury Records/Republic Owned,10,157,80,5160798,regional-global-weekly-2019-04-04.csv
155,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,In My Feelings,Cash Money/Drake LP6,1,149,40,5135300,regional-global-weekly-2019-04-04.csv
156,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Nonstop,Cash Money/Drake LP6,1,139,40,5114240,regional-global-weekly-2019-04-04.csv
157,spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Havana (feat. Young Thug),Syco Music/Epic,1,148,87,5105799,regional-global-weekly-2019-04-04.csv
158,spotify:track:13ZyrkCDmRz5xY3seuAWYk,Juice WRLD,Hear Me Calling,Grade A Productions/Interscope Records,50,137,5,5098963,regional-global-weekly-2019-04-04.csv
159,spotify:track:4cawYWrqMRz0T0hOIVxk6j,Eno,Blackberry Sky,Alles Oder Nix Records,96,96,2,5084906,regional-global-weekly-2019-04-04.csv
160,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Mercury Records/Republic Owned,20,161,114,5042969,regional-global-weekly-2019-04-04.csv
161,spotify:track:1rCcsYnmqbMYdkG7kS9GC5,"Robin Schulz, Erika Sirola",Speechless (feat. Erika Sirola),WM Germany,116,142,10,5036001,regional-global-weekly-2019-04-04.csv
162,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Leave Me Alone,Cinematic/Epic/We The Best,34,151,30,5023734,regional-global-weekly-2019-04-04.csv
163,spotify:track:2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",Arms Around You (feat. Maluma & Swae Lee),Warner Records,3,152,23,5022837,regional-global-weekly-2019-04-04.csv
164,spotify:track:7dNwJbsT0sg1le5kVugGJb,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Bubalu,Hear This Music,71,145,21,5015074,regional-global-weekly-2019-04-04.csv
165,spotify:track:2GGMabyHXnJmjY6CXhhB2e,Cardi B,Money,Atlantic/KSR,46,127,23,4989634,regional-global-weekly-2019-04-04.csv
166,spotify:track:4NBTZtAt1F13VvlSKe6KTl,"The Chainsmokers, Kelsea Ballerini",This Feeling,Disruptor Records/Columbia,23,163,28,4983572,regional-global-weekly-2019-04-04.csv
167,spotify:track:7AFASza1mXqntmGtbxXprO,XXXTENTACION,changes,"Bad Vibes Forever, LLC",9,159,57,4972444,regional-global-weekly-2019-04-04.csv
168,spotify:track:2XWjPtKdi5sucFYtVav07d,"Zedd, Katy Perry",365,Interscope Records,48,130,7,4971009,regional-global-weekly-2019-04-04.csv
169,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,Moonlight,Columbia/B1 Recordings,169,189,2,4951883,regional-global-weekly-2019-04-04.csv
170,spotify:track:6ya8ejoKgw906Y8LWclqrp,"Nipsey Hussle, Roddy Ricch, Hit-Boy",Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Atlantic Records,170,-1,1,4905178,regional-global-weekly-2019-04-04.csv
171,spotify:track:4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun,Columbia,35,164,41,4900666,regional-global-weekly-2019-04-04.csv
172,spotify:track:08bNPGLD8AhKpnnERrAc6G,"Marshmello, Anne-Marie",FRIENDS,Joytime Collective,4,167,60,4875609,regional-global-weekly-2019-04-04.csv
173,spotify:track:3NuK5xMlSlB6K2Qp16zf3h,"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),Atlantic Records UK,8,165,46,4875595,regional-global-weekly-2019-04-04.csv
174,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,"Kehlani, Ty Dolla $ign",Nights Like This (feat. Ty Dolla $ign),TSNMI / Atlantic,37,116,12,4868669,regional-global-weekly-2019-04-04.csv
175,spotify:track:1TEL6MlSSVLSdhOSddidlJ,Ariana Grande,needy,Republic Records,5,136,8,4825635,regional-global-weekly-2019-04-04.csv
176,spotify:track:278kSqsZIiYp8p3QjYAqa8,Bad Bunny,NI BIEN NI MAL,Rimas Entertainment LLC,56,147,14,4824380,regional-global-weekly-2019-04-04.csv
177,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,41,177,109,4813662,regional-global-weekly-2019-04-04.csv
178,spotify:track:2ktoFujjJtantyMoVdBJlX,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",Pa Olvidarte (feat. Manuel Turizo) - Remix,Sony Music Latin,130,166,7,4789515,regional-global-weekly-2019-04-04.csv
179,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,184,118,4786916,regional-global-weekly-2019-04-04.csv
180,spotify:track:6Cs7b9bu3fy5XhMwBA9Tz4,"Don Patricio, Cruz Cafuné",Contando Lunares (feat. Cruz Cafuné),WM Spain,180,-1,1,4784115,regional-global-weekly-2019-04-04.csv
181,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,110,156,14,4765358,regional-global-weekly-2019-04-04.csv
182,spotify:track:4SPu0Ql902hTVXkBoNIYtq,Ariana Grande,NASA,Republic Records,7,141,8,4752224,regional-global-weekly-2019-04-04.csv
183,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,New Rules,Warner Records,2,169,91,4752074,regional-global-weekly-2019-04-04.csv
184,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Rita Ora,Let You Love Me,Atlantic Records UK,29,160,28,4747231,regional-global-weekly-2019-04-04.csv
185,spotify:track:3Y7a0typ6ik1KscmebXd6D,"Sia, Diplo, Labrinth, LSD","No New Friends (feat. Sia, Diplo, and Labrinth)",Records/Columbia,139,155,3,4738902,regional-global-weekly-2019-04-04.csv
186,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,Queen,We Will Rock You - Remastered 2011,EMI,73,171,21,4706163,regional-global-weekly-2019-04-04.csv
187,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,"Flow La Movie, Inc.",8,174,51,4688974,regional-global-weekly-2019-04-04.csv
188,spotify:track:675w3ACw5xZR3ODhUJlEVN,Manuel Turizo,Sola,Sony Music Latin/La Industria,156,175,12,4673550,regional-global-weekly-2019-04-04.csv
189,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,Generation Now/Atlantic,10,187,106,4673411,regional-global-weekly-2019-04-04.csv
190,spotify:track:4cuGZb0iFyHtwaSKdKrJkF,"Luis Fonsi, Ozuna",Imposible,UMLE - Latino,59,170,24,4653695,regional-global-weekly-2019-04-04.csv
191,spotify:track:200cTjC6si5Xz9af2QeHi2,MERO,Wolke 10,Groove Attack TraX,47,126,4,4638924,regional-global-weekly-2019-04-04.csv
192,spotify:track:2IA8cFA46DkjgbsRG7kKbp,"Amenazzy, Nicky Jam, Farruko",Baby,Rimas Music,162,181,6,4635298,regional-global-weekly-2019-04-04.csv
193,spotify:track:1Kjer1JoWuJGNwGV6Pbgv1,Sebastian Yatra,Cristina,UMLE - Latino,185,185,2,4627390,regional-global-weekly-2019-04-04.csv
194,spotify:track:4rDbp1vnvEhieiccprPMdI,Queen,Somebody To Love - Remastered 2011,EMI,50,173,22,4584400,regional-global-weekly-2019-04-04.csv
195,spotify:track:13hvHEstJ4sNbzdroPrPI3,"Dua Lipa, BLACKPINK",Kiss and Make Up,Warner Records,16,188,24,4577121,regional-global-weekly-2019-04-04.csv
196,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,34,182,21,4574628,regional-global-weekly-2019-04-04.csv
197,spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Vaina Loca,VP Records Corp/Dimelo Vi,18,179,40,4553493,regional-global-weekly-2019-04-04.csv
198,spotify:track:3KLygy1YWhmrQx0GRs7IOx,"Jonas Blue, Jack & Jack",Rise,Positiva,12,190,44,4534395,regional-global-weekly-2019-04-04.csv
199,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),Warner Records,18,195,80,4468183,regional-global-weekly-2019-04-04.csv
200,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love,Bad Vibes Forever / EMPIRE,19,-1,80,4461589,regional-global-weekly-2019-04-04.csv
1,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,1,1,2,44148365,regional-global-weekly-2019-04-11.csv
2,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,"Lil Nas X, Billy Ray Cyrus",Old Town Road (feat. Billy Ray Cyrus) - Remix,Columbia,2,-1,1,33777904,regional-global-weekly-2019-04-11.csv
3,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,Columbia,3,8,5,30103989,regional-global-weekly-2019-04-11.csv
4,spotify:track:5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Con Calma,Craft Latino,2,2,11,27131523,regional-global-weekly-2019-04-11.csv
5,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",5,-1,1,25341137,regional-global-weekly-2019-04-11.csv
6,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,1,4,12,24426802,regional-global-weekly-2019-04-11.csv
7,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker,Jonas Brothers Recording,2,6,6,23619405,regional-global-weekly-2019-04-11.csv
