rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
60,spotify:track:6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,UME - Global Clearing House,25,92,11,8685806,regional-global-weekly-2020-01-02.csv
61,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),NEON16/Interscope Records,24,97,19,8685590,regional-global-weekly-2020-01-02.csv
62,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,29,81,3,8657010,regional-global-weekly-2020-01-02.csv
63,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,106,66,8610933,regional-global-weekly-2020-01-02.csv
64,spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,Darkroom/Interscope Records,9,95,63,8571275,regional-global-weekly-2020-01-02.csv
65,spotify:track:07Oz5StQ7GRoygNLaXs2pd,"Lizzo, Ariana Grande",Good as Hell (feat. Ariana Grande) - Remix,Nice Life/Atlantic,29,138,10,8343580,regional-global-weekly-2020-01-02.csv
66,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Joytime Collective,2,112,72,8323023,regional-global-weekly-2020-01-02.csv
67,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,102,89,8225411,regional-global-weekly-2020-01-02.csv
68,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,Harry Styles,Lights Up,Columbia,5,79,12,8182978,regional-global-weekly-2020-01-02.csv
69,spotify:track:4QPEwDdOMhY7rNS05mTyMR,"Stormzy, Burna Boy, Ed Sheeran",Own It (feat. Ed Sheeran & Burna Boy),Atlantic Records UK,36,103,6,8022267,regional-global-weekly-2020-01-02.csv
70,spotify:track:2W4yABdLc4Jnds67Poi5Nl,Ant Saunders,Yellow Hearts,Arista Records,45,122,8,7816424,regional-global-weekly-2020-01-02.csv
71,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,71,133,3,7718200,regional-global-weekly-2020-01-02.csv
72,spotify:track:40mjsnRjCpycdUw3xhS20g,"JACKBOYS, Pop Smoke, Travis Scott",GATTI,Cactus Jack/Epic,72,-1,1,7685470,regional-global-weekly-2020-01-02.csv
73,spotify:track:5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,Warner Records,27,116,29,7647143,regional-global-weekly-2020-01-02.csv
74,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow.,Republic Records,2,127,54,7583437,regional-global-weekly-2020-01-02.csv
75,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,"MEDUZA, Goodboys",Piece Of Your Heart,Intercord,14,140,38,7528318,regional-global-weekly-2020-01-02.csv
76,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,Grade A Productions/Interscope Records,18,101,24,7413273,regional-global-weekly-2020-01-02.csv
77,spotify:track:3GRSqlALWISqLeNncZMbpX,"Lauv, LANY",Mean It,Lauv,27,115,7,7375362,regional-global-weekly-2020-01-02.csv
78,spotify:track:37zdqI4r1gswIzczSBkRon,"Lunay, Anuel AA, Ozuna",Aventura,round2media - LaFamilia,50,119,10,7346877,regional-global-weekly-2020-01-02.csv
79,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,Jonas Brothers Recording,2,149,44,7252733,regional-global-weekly-2020-01-02.csv
80,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,162,156,7245188,regional-global-weekly-2020-01-02.csv
81,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,11,131,70,7130407,regional-global-weekly-2020-01-02.csv
82,spotify:track:5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts,Nice Life/Atlantic,16,153,36,7088919,regional-global-weekly-2020-01-02.csv
83,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,155,120,7015730,regional-global-weekly-2020-01-02.csv
84,spotify:track:2rc7BkzO8qepMFAxHtOrXc,J Balvin,Blanco,UMLE - Latino,84,144,6,6912122,regional-global-weekly-2020-01-02.csv
85,spotify:track:6kls8cSlUyHW2BUOkDJIZE,"Ellie Goulding, Juice WRLD",Hate Me (with Juice WRLD),Polydor Records,46,121,21,6901186,regional-global-weekly-2020-01-02.csv
86,spotify:track:59s0s39NFWScuHDbHytI14,"Reik, J Balvin, Lalo Ebratt",Indeciso,Indeciso,60,130,17,6890540,regional-global-weekly-2020-01-02.csv
87,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,87,183,8,6817858,regional-global-weekly-2020-01-02.csv
88,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,1,169,61,6803820,regional-global-weekly-2020-01-02.csv
89,spotify:track:6osaMSJh9NguagEDQcZaKx,"DJ Snake, J Balvin, Tyga",Loco Contigo (feat. J. Balvin & Tyga),DJ Snake Music Productions Limited,10,141,29,6759098,regional-global-weekly-2020-01-02.csv
90,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,Rich Music,52,120,15,6742507,regional-global-weekly-2020-01-02.csv
91,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,Atlantic Records,6,173,66,6741011,regional-global-weekly-2020-01-02.csv
92,spotify:track:5ry2OE6R2zPQFDO85XkgRb,"Drake, Rick Ross",Money In The Grave (Drake ft. Rick Ross),Republic Records,5,156,29,6716099,regional-global-weekly-2020-01-02.csv
93,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic,2,167,74,6686410,regional-global-weekly-2020-01-02.csv
94,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,2,180,83,6632526,regional-global-weekly-2020-01-02.csv
95,spotify:track:7BlBVFwvbWvcwNcUarQmjk,"ROSALÍA, Ozuna","Yo x Ti, Tu x Mi",Columbia,20,150,20,6619985,regional-global-weekly-2020-01-02.csv
96,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Capitol Records,4,151,65,6610494,regional-global-weekly-2020-01-02.csv
97,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,"Camilo, Pedro Capó",Tutu,Sony Music Latin,27,135,21,6603051,regional-global-weekly-2020-01-02.csv
98,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,148,152,6588599,regional-global-weekly-2020-01-02.csv
99,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),99,152,3,6574093,regional-global-weekly-2020-01-02.csv
100,spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita - Remix,Rich Music,100,142,6,6563206,regional-global-weekly-2020-01-02.csv
101,spotify:track:2qG5sZ7Si6sdK74qLxedYM,"ROSALÍA, J Balvin, El Guincho",Con Altura,Columbia,30,176,40,6553879,regional-global-weekly-2020-01-02.csv
102,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,"Idina Menzel, AURORA",Into the Unknown,Walt Disney Records,56,146,6,6489811,regional-global-weekly-2020-01-02.csv
103,spotify:track:0fySG6A6qLE8IvDpayb5bM,DaBaby,VIBEZ,South Coast Music Group/Interscope Records,53,196,14,6480604,regional-global-weekly-2020-01-02.csv
104,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,"Sech, Ozuna",Si Te Vas,Rich Music,48,147,14,6431230,regional-global-weekly-2020-01-02.csv
105,spotify:track:5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Con Calma,Craft Latino,2,170,49,6420739,regional-global-weekly-2020-01-02.csv
106,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),round2media - LaFamilia,8,154,34,6413514,regional-global-weekly-2020-01-02.csv
107,spotify:track:6V9fHiv84WlVTg7CSnIVY2,Halsey,Graveyard,Capitol Records,31,177,16,6230416,regional-global-weekly-2020-01-02.csv
108,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,"Chris Brown, Drake",No Guidance (feat. Drake),Chris Brown Entertainment/RCA Records,11,168,30,6157919,regional-global-weekly-2020-01-02.csv
109,spotify:track:4yI3HpbSFSgFZtJP2kDe5m,Selena Gomez,Look At Her Now,Interscope Records,9,172,10,6143422,regional-global-weekly-2020-01-02.csv
110,spotify:track:1mpD5Q8IM32I4bF6eCpU74,Khalid,Up All Night,"Right Hand Music Group, LLC/RCA Records",51,182,7,6142780,regional-global-weekly-2020-01-02.csv
111,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,Darkroom/Interscope Records,2,159,49,6138388,regional-global-weekly-2020-01-02.csv
112,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",1,158,96,6127965,regional-global-weekly-2020-01-02.csv
113,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Dancing With A Stranger (with Normani),PLG - Capitol,7,186,51,6116873,regional-global-weekly-2020-01-02.csv
114,spotify:track:073ILU1C3APNRGF66VhtyA,Camila Cabello,Liar,Syco Music/Epic,22,161,17,6102634,regional-global-weekly-2020-01-02.csv
115,spotify:track:598yNsG1JFrGd4n2kMoz7F,Lil Baby,Woah,Quality Control/Motown Records,56,181,8,6080808,regional-global-weekly-2020-01-02.csv
116,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,DCD2 / Fueled By Ramen,9,-1,79,6066722,regional-global-weekly-2020-01-02.csv
117,spotify:track:4ea9w8c4ROqiZpJVhfBA3m,"Young Thug, Travis Scott, Gunna",Hot (Remix) [feat. Gunna and Travis Scott],300 Entertainment/Atl,33,175,9,6052309,regional-global-weekly-2020-01-02.csv
118,spotify:track:6oJ6le65B3SEqPwMRNXWjY,"Kygo, Whitney Houston",Higher Love,Kygo/RCA Records,31,-1,26,6027989,regional-global-weekly-2020-01-02.csv
119,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,July,Records/Columbia,119,198,8,6002645,regional-global-weekly-2020-01-02.csv
120,spotify:track:2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge,South Coast Music Group/Interscope Records,26,190,36,5976571,regional-global-weekly-2020-01-02.csv
121,spotify:track:1G2CAJeP7rCwOZjlSJ0Zw3,"Major Lazer, J Balvin, El Alfa",Que Calor,Mad Decent,77,195,16,5886683,regional-global-weekly-2020-01-02.csv
122,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,1,193,88,5815158,regional-global-weekly-2020-01-02.csv
123,spotify:track:29ZXwWOOLz9t5fa3eT3i7T,"YNW Melly, 9lokknine",223's (feat. 9lokknine),P2019,32,171,17,5802073,regional-global-weekly-2020-01-02.csv
124,spotify:track:3TKpJrY9q49Mj1JOsM9zGL,"The Chainsmokers, Kygo",Family,Disruptor Records/Columbia,105,200,4,5767152,regional-global-weekly-2020-01-02.csv
125,spotify:track:7ntUbTIwmwOD6ygCMRZT6e,"French Montana, Post Malone, Cardi B, Rvssian","Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",Epic/Bad Boy Entertainment,48,-1,6,5759111,regional-global-weekly-2020-01-02.csv
126,spotify:track:1Knctxx9vGZxpZfF66BIEa,Juice WRLD,Legends,Juice WRLD / Interscope PS,50,137,5,5721876,regional-global-weekly-2020-01-02.csv
127,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,127,-1,1,5656539,regional-global-weekly-2020-01-02.csv
128,spotify:track:1VJwtWR6z7SpZRwipI12be,Doja Cat,Candy,MAU Records,81,-1,7,5632102,regional-global-weekly-2020-01-02.csv
129,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,4,-1,76,5615316,regional-global-weekly-2020-01-02.csv
130,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,Cash Money/Drake LP6,1,-1,94,5610279,regional-global-weekly-2020-01-02.csv
131,spotify:track:0qaWEvPkts34WF68r8Dzx9,"Riton, Oliver Heldens, Vula",Turn Me On (feat. Vula),Ministry of Sound Recordings,131,-1,5,5587052,regional-global-weekly-2020-01-02.csv
132,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,Darkroom,108,179,51,5572164,regional-global-weekly-2020-01-02.csv
133,spotify:track:5iwz1NiezX7WWjnCgY5TH4,"Pedro Capó, Farruko",Calma - Remix,Sony Music Latin,5,-1,59,5540299,regional-global-weekly-2020-01-02.csv
134,spotify:track:1000nHvUdawXuUHgBod4Wv,Lil Nas X,Panini,Columbia,7,188,28,5528812,regional-global-weekly-2020-01-02.csv
135,spotify:track:6TqXcAFInzjp0bODyvrWEq,"Khalid, Disclosure",Talk (feat. Disclosure),"Right Hand Music Group, LLC/RCA Records",10,-1,46,5527007,regional-global-weekly-2020-01-02.csv
136,spotify:track:4bTZeO72FwMa6wKOiqoynL,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Otro Trago - Remix,Rich Music,11,192,23,5497365,regional-global-weekly-2020-01-02.csv
137,spotify:track:7iHHxY2NLlJRAmlAmC4ahQ,"Lil Mosey, Gunna",Stuck In A Dream (feat. Gunna),Mogul Vision/Interscope Records,37,-1,13,5486588,regional-global-weekly-2020-01-02.csv
138,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,EMI,51,-1,58,5452916,regional-global-weekly-2020-01-02.csv
139,spotify:track:3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya,Capitol Records,56,-1,12,5438167,regional-global-weekly-2020-01-02.csv
140,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Don't Call Me Up,Polydor Records,11,-1,41,5400983,regional-global-weekly-2020-01-02.csv
141,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,-1,145,5373658,regional-global-weekly-2020-01-02.csv
142,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,60,-1,125,5367671,regional-global-weekly-2020-01-02.csv
143,spotify:track:62zKJrpbLxz6InR3tGyr7o,JACKBOYS,JACKBOYS,Cactus Jack/Epic,143,-1,1,5363493,regional-global-weekly-2020-01-02.csv
144,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,-1,147,5359303,regional-global-weekly-2020-01-02.csv
145,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,2,-1,71,5322598,regional-global-weekly-2020-01-02.csv
146,spotify:track:25ZAibhr3bdlMCLmubZDVt,"J Balvin, Bad Bunny",QUE PRETENDES,Universal Music Latino / Rimas,15,199,27,5322063,regional-global-weekly-2020-01-02.csv
147,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,-1,156,5310870,regional-global-weekly-2020-01-02.csv
148,spotify:track:7CZyCXKG6d5ALeq41sLzbw,"Post Malone, Ozzy Osbourne, Travis Scott",Take What You Want (feat. Ozzy Osbourne & Travis Scott),Republic Records,6,197,17,5287562,regional-global-weekly-2020-01-02.csv
149,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,4,-1,34,5281458,regional-global-weekly-2020-01-02.csv
150,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Apache 207,Roller,Four Music Local,66,-1,18,5253358,regional-global-weekly-2020-01-02.csv
151,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,1,2,24,5241737,regional-global-weekly-2020-01-02.csv
