rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
145,spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,4,137,30,5721298,regional-global-weekly-2021-01-21.csv
146,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic,2,150,128,5683281,regional-global-weekly-2021-01-21.csv
147,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,Jack Harlow,Tyler Herro,Generation Now/Atlantic,62,136,12,5675589,regional-global-weekly-2021-01-21.csv
148,spotify:track:2mM3gZ0BbPwPPMelbA8vgt,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,Carbon Fiber Music,148,197,2,5640584,regional-global-weekly-2021-01-21.csv
149,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Generation Now/Atlantic,15,145,29,5638664,regional-global-weekly-2021-01-21.csv
150,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,152,208,5631323,regional-global-weekly-2021-01-21.csv
151,spotify:track:57VeLYXrvNxe8Vs18K2M9W,"Jack Harlow, Big Sean",Way Out (feat. Big Sean),Generation Now/Atlantic,121,122,6,5616590,regional-global-weekly-2021-01-21.csv
152,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F,"Maluma, The Weeknd",Hawái - Remix,Sony Music Latin,17,143,11,5582335,regional-global-weekly-2021-01-21.csv
153,spotify:track:6bvfJf4KjonPMuPfGfy3S2,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,"Flow La Movie, Inc.",13,148,36,5560874,regional-global-weekly-2021-01-21.csv
154,spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,Arizona Zervas,2,146,64,5530052,regional-global-weekly-2021-01-21.csv
155,spotify:track:6fmQjRuo7XvRFCK2qex5hQ,Jerry Di,Mi Cuarto,Nacho,47,142,22,5518477,regional-global-weekly-2021-01-21.csv
156,spotify:track:62aP9fBQKYKxi7PDXwcUAS,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),Astralwerks,9,149,42,5514674,regional-global-weekly-2021-01-21.csv
157,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,11,157,123,5498889,regional-global-weekly-2021-01-21.csv
158,spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),RBMG/Def Jam,5,144,49,5491961,regional-global-weekly-2021-01-21.csv
159,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,Darkroom/Interscope Records,2,153,62,5475616,regional-global-weekly-2021-01-21.csv
160,spotify:track:3lCbsHaN1wCxyDzcNN2x4N,"Migrantes, Alico",Si Me Tomo Una Cerveza,LEB Records,132,159,8,5452187,regional-global-weekly-2021-01-21.csv
161,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,G.O.O.D. Music/Columbia,142,162,99,5440755,regional-global-weekly-2021-01-21.csv
162,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Wesley Safadao,162,-1,1,5406580,regional-global-weekly-2021-01-21.csv
163,spotify:track:4C6BlqqMwjFzOXzqpTeoWR,Justin Quiles,Ponte Pa' Mi,WEA Latina,163,170,4,5397551,regional-global-weekly-2021-01-21.csv
164,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,158,161,5,5393813,regional-global-weekly-2021-01-21.csv
165,spotify:track:26w9NTiE9NGjW1ZvIOd1So,Bad Bunny,BOOKER T,Rimas Entertainment LLC,33,141,6,5391692,regional-global-weekly-2021-01-21.csv
166,spotify:track:0WSa1sucoNRcEeULlZVQXj,Bring Me The Horizon,Can You Feel My Heart,RCA Records Label,166,-1,1,5380466,regional-global-weekly-2021-01-21.csv
167,spotify:track:42lqBjPYlmL1EXpMDXvhSN,Morgan Wallen,Somebody’s Problem,Morgan Wallen,90,90,3,5360834,regional-global-weekly-2021-01-21.csv
168,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,151,156,4,5356326,regional-global-weekly-2021-01-21.csv
169,spotify:track:466cKvZn1j45IpxDdYZqdA,Drake,Toosie Slide,OVO,2,155,42,5338714,regional-global-weekly-2021-01-21.csv
170,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,6,160,54,5307571,regional-global-weekly-2021-01-21.csv
171,spotify:track:2mt1IqcFyY1zmYZT8Q3xw9,blackbear,hot girl bummer,Alamo,9,163,72,5296199,regional-global-weekly-2021-01-21.csv
172,spotify:track:3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),172,-1,1,5295877,regional-global-weekly-2021-01-21.csv
173,spotify:track:2f0pn9DkEJwAzXApnFh5cr,BANNERS,Someone To You,Island Records,123,167,18,5263869,regional-global-weekly-2021-01-21.csv
174,spotify:track:30bqVoKjX479ab90a8Pafp,Lil Peep,Star Shopping,"Death Note Music, LLC",169,171,16,5247890,regional-global-weekly-2021-01-21.csv
175,spotify:track:0sY6ZUTh4yoctD8VIXz339,Taylor Swift,champagne problems,Taylor Swift,10,128,6,5192153,regional-global-weekly-2021-01-21.csv
176,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,166,185,15,5183707,regional-global-weekly-2021-01-21.csv
177,spotify:track:4I5bvu2KDsrCg0EWHIcvul,"Anne-Marie, KSI, Digital Farm Animals",Don't Play,Asylum Records,177,-1,1,5119828,regional-global-weekly-2021-01-21.csv
178,spotify:track:1f3yAtsJtY87CTmM8RLnxf,Nirvana,Smells Like Teen Spirit,Geffen,178,181,3,5118391,regional-global-weekly-2021-01-21.csv
179,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,UMGRI Interscope,61,166,21,5097909,regional-global-weekly-2021-01-21.csv
180,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,1,169,85,5086111,regional-global-weekly-2021-01-21.csv
181,spotify:track:0XinBYhf1X3kdvKQHOX971,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,Sony Music Entertainment,42,176,11,5085737,regional-global-weekly-2021-01-21.csv
182,spotify:track:1hJIbOjWpid6LtnozHmzRS,Sam Smith,Diamonds,PLG - Capitol,42,165,16,5085357,regional-global-weekly-2021-01-21.csv
183,spotify:track:22Sh5dlwbERqJAq1fZk5b2,"Rauw Alejandro, J Balvin",De Cora <3,Sony Music Latin/Duars Entertainment,116,177,7,5073056,regional-global-weekly-2021-01-21.csv
184,spotify:track:4PEfJZpVjdclfzZ9XO8uDw,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,UMLE - Latino,184,-1,1,4994621,regional-global-weekly-2021-01-21.csv
185,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown, Young Thug",Go Crazy,Chris Brown Entertainment/300 Entertainment/RCA Records,37,172,34,4990730,regional-global-weekly-2021-01-21.csv
186,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,108,164,4,4983557,regional-global-weekly-2021-01-21.csv
187,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,Capitol Records,4,179,115,4980403,regional-global-weekly-2021-01-21.csv
188,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,"Bad Vibes Forever, LLC",2,-1,130,4951231,regional-global-weekly-2021-01-21.csv
189,spotify:track:5ri4zqtWhG07hIuNNDWP76,Tones And I,Fly Away,Elektra (NEK),189,200,2,4950096,regional-global-weekly-2021-01-21.csv
190,spotify:track:3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,Everybody Dies In Their Nightmares,Bad Vibes Forever / EMPIRE,24,198,62,4937024,regional-global-weekly-2021-01-21.csv
191,spotify:track:78xj07VVFK5uHTaGPIu13S,Erica Banks,Buss It,1501 Certified Ent/Warner Records,191,-1,1,4915403,regional-global-weekly-2021-01-21.csv
192,spotify:track:4aarlAfLKVCTxUDNgbwhjH,"Megan Thee Stallion, DaBaby",Cry Baby (feat. DaBaby),300 Entertainment,174,174,2,4910910,regional-global-weekly-2021-01-21.csv
193,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,Universal Music Australia Pty. Ltd.,12,189,120,4855977,regional-global-weekly-2021-01-21.csv
194,spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,Darkroom/Interscope Records,9,186,115,4855813,regional-global-weekly-2021-01-21.csv
195,spotify:track:7a53HqqArd4b9NF4XAmlbI,Ava Max,Kings & Queens,Atlantic Records,41,180,39,4855690,regional-global-weekly-2021-01-21.csv
196,spotify:track:2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,Hope,"Bad Vibes Forever, LLC",42,-1,24,4830862,regional-global-weekly-2021-01-21.csv
197,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,191,170,4811482,regional-global-weekly-2021-01-21.csv
198,spotify:track:6K4t31amVTZDgR3sKmwUJJ,Tame Impala,The Less I Know The Better,Universal Music Australia Pty. Ltd.,149,196,45,4807824,regional-global-weekly-2021-01-21.csv
199,spotify:track:4Ws314Ylb27BVsvlZOy30C,BLACKPINK,Lovesick Girls,YG Entertainment/Interscope Records,6,175,15,4796365,regional-global-weekly-2021-01-21.csv
200,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,Ozuna,Caramelo,Aura Music Corp.,17,182,31,4790233,regional-global-weekly-2021-01-21.csv
1,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,1,3,64681075,regional-global-weekly-2021-01-28.csv
2,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,1,2,13,28696860,regional-global-weekly-2021-01-28.csv
3,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,3,61,22885490,regional-global-weekly-2021-01-28.csv
4,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,1,4,25,21809952,regional-global-weekly-2021-01-28.csv
5,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,5,7,5,20809013,regional-global-weekly-2021-01-28.csv
6,spotify:track:7vrJn5hDSXRmdXoR30KgF1,KAROL G,BICHOTA,UMLE - Latino,3,5,14,20480781,regional-global-weekly-2021-01-28.csv
7,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,1,6,14,19623916,regional-global-weekly-2021-01-28.csv
8,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,8,8,8,19164739,regional-global-weekly-2021-01-28.csv
9,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,White World Music,9,11,6,18916804,regional-global-weekly-2021-01-28.csv
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,10,15,8,18909322,regional-global-weekly-2021-01-28.csv
11,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,CJ Music Group/T-Series,10,10,14,18234437,regional-global-weekly-2021-01-28.csv
12,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,2,13,24,17011524,regional-global-weekly-2021-01-28.csv
13,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,2,14,23,16857254,regional-global-weekly-2021-01-28.csv
14,spotify:track:31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,RBMG/Def Jam,6,9,4,16820159,regional-global-weekly-2021-01-28.csv
15,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,2,12,9,16324670,regional-global-weekly-2021-01-28.csv
16,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,14,16,17,16257265,regional-global-weekly-2021-01-28.csv
17,spotify:track:3VvA1wSxukMLsvXoXtlwWx,Boza,Hecha Pa' Mi,Sony Music Latin,17,17,9,16112250,regional-global-weekly-2021-01-28.csv
18,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,Republic Records,5,18,13,16062347,regional-global-weekly-2021-01-28.csv
19,spotify:track:0psS4i5YooJrXfDnGvWRLi,"Billie Eilish, ROSALÍA",Lo Vas A Olvidar (with ROSALÍA),Columbia,19,-1,1,15707778,regional-global-weekly-2021-01-28.csv
20,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,20,22,13,15353388,regional-global-weekly-2021-01-28.csv
21,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,21,48,3,15015995,regional-global-weekly-2021-01-28.csv
22,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,13,21,29,14483512,regional-global-weekly-2021-01-28.csv
23,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,2,19,11,14479035,regional-global-weekly-2021-01-28.csv
24,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,6,23,21,13837963,regional-global-weekly-2021-01-28.csv
25,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,25,34,13,12808538,regional-global-weekly-2021-01-28.csv
26,spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),Shawn Mendes LP4-5 PS/ Island,7,24,10,12686567,regional-global-weekly-2021-01-28.csv
27,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,31,108,12671460,regional-global-weekly-2021-01-28.csv
28,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,2,25,26,12529435,regional-global-weekly-2021-01-28.csv
29,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,28,63,12347071,regional-global-weekly-2021-01-28.csv
30,spotify:track:6cx06DFPPHchuUAcTxznu9,"Joel Corry, MNEK",Head & Heart (feat. MNEK),Atlantic Records UK,11,29,29,12158063,regional-global-weekly-2021-01-28.csv
31,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,11,26,10,12124847,regional-global-weekly-2021-01-28.csv
32,spotify:track:4loQgPwJHocL3dFwLfjb1J,"Rauw Alejandro, Anuel AA",Reloj,Sony Music Latin/Duars Entertainment,32,35,13,12104238,regional-global-weekly-2021-01-28.csv
33,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,1,30,25,11872534,regional-global-weekly-2021-01-28.csv
34,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),Friends Keep Secrets/Def Jam Recordings/Interscope Records,5,32,15,11550391,regional-global-weekly-2021-01-28.csv
35,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,1,38,41,11075135,regional-global-weekly-2021-01-28.csv
36,spotify:track:7ndTONDDRFGiPnnhOzOXxq,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,Sony Music Latin/La Industria,21,39,16,11045119,regional-global-weekly-2021-01-28.csv
37,spotify:track:6zFMeegAMYQo0mt8rXtrli,Lil Nas X,HOLIDAY,Columbia,19,33,11,11015671,regional-global-weekly-2021-01-28.csv
38,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,3,36,7,11014318,regional-global-weekly-2021-01-28.csv
39,spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),Victor Victor Worldwide,7,41,30,10992492,regional-global-weekly-2021-01-28.csv
40,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),1,44,80,10834821,regional-global-weekly-2021-01-28.csv
41,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,Atlantic Records UK,18,37,6,10824137,regional-global-weekly-2021-01-28.csv
42,spotify:track:0zLCBJZSiELJf02ucPP9wb,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,3,43,59,10769041,regional-global-weekly-2021-01-28.csv
43,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,43,45,22,10734700,regional-global-weekly-2021-01-28.csv
44,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,42,27,10555074,regional-global-weekly-2021-01-28.csv
45,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,Monkey Puzzle/Atlantic,12,40,7,10398492,regional-global-weekly-2021-01-28.csv
46,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,46,65,10084123,regional-global-weekly-2021-01-28.csv
47,spotify:track:7D7EH7MGyNHWSkqrszerI1,"Camilo, El Alfa",BEBÉ,Sony Music Latin,45,49,8,9940187,regional-global-weekly-2021-01-28.csv
48,spotify:track:2vBET2pmrQqafaS6zIaYta,"Black Eyed Peas, Shakira",GIRL LIKE ME,Epic,48,52,6,9835755,regional-global-weekly-2021-01-28.csv
49,spotify:track:21N4Buj4xsyLb218lYle61,"Sebastian Yatra, Guaynaa",Chica Ideal,UMLE - Latino,40,47,14,9687098,regional-global-weekly-2021-01-28.csv
50,spotify:track:03B2SfXuvDh1m9F4tqrX07,Sabrina Carpenter,Skin,Island Records,50,-1,1,9685913,regional-global-weekly-2021-01-28.csv
51,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,Vertigo Berlin,19,50,62,9651559,regional-global-weekly-2021-01-28.csv
52,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,52,82,5,9646836,regional-global-weekly-2021-01-28.csv
53,spotify:track:7BIy3EGQhg98CsRdKYHnJC,Camilo,Ropa Cara,Sony Music Latin,53,-1,1,9495323,regional-global-weekly-2021-01-28.csv
54,spotify:track:73O30uMI7n6DuzBmbtO7kC,"Anuel AA, Ozuna",Antes,Real Hasta La Muerte LLC & Aura Music Corp.,54,-1,1,9279019,regional-global-weekly-2021-01-28.csv
55,spotify:track:20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,Columbia/B1 Recordings,33,51,11,9258658,regional-global-weekly-2021-01-28.csv
56,spotify:track:35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,Rich Music,15,53,21,8781910,regional-global-weekly-2021-01-28.csv
57,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,Rimas Entertainment LLC,12,54,9,8761243,regional-global-weekly-2021-01-28.csv
58,spotify:track:73nAK3HgQK8dak83Y2WQ8F,Camilo,Vida de Rico,Sony Music Latin,25,57,18,8539038,regional-global-weekly-2021-01-28.csv
59,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),OVO,2,58,24,8491373,regional-global-weekly-2021-01-28.csv
60,spotify:track:15OjBeqNX3bShsGYQbteRv,Farruko,La Tóxica,Sony Music Latin,22,56,21,8468711,regional-global-weekly-2021-01-28.csv
61,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),RBMG/Def Jam,4,60,19,8441818,regional-global-weekly-2021-01-28.csv
62,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,61,61,3,8391792,regional-global-weekly-2021-01-28.csv
63,spotify:track:3jjBPF4NDMCU51psU8JPpR,"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Republic Records,20,20,2,8217247,regional-global-weekly-2021-01-28.csv
64,spotify:track:59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,Take You Dancing,Atlantic Records,30,59,27,8174671,regional-global-weekly-2021-01-28.csv
65,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,74,145,8158786,regional-global-weekly-2021-01-28.csv
66,spotify:track:43CIWpJaJHRcI4mUSjqgc2,"Juice WRLD, Young Thug",Bad Boy (with Young Thug),Grade A Productions/Interscope Records,27,27,2,8154347,regional-global-weekly-2021-01-28.csv
67,spotify:track:3H7ihDc1dqLriiWXwsc2po,"Topic, A7S",Breaking Me,Intercord,8,63,45,8125160,regional-global-weekly-2021-01-28.csv
68,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,4,68,50,8107575,regional-global-weekly-2021-01-28.csv
69,spotify:track:1xQ6trAsedVPCdbtDAmk0c,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),Columbia,1,64,33,8091199,regional-global-weekly-2021-01-28.csv
70,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,3,73,142,7979267,regional-global-weekly-2021-01-28.csv
71,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,Harry Styles,Golden,Columbia,44,71,15,7956367,regional-global-weekly-2021-01-28.csv
72,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,1,75,74,7924579,regional-global-weekly-2021-01-28.csv
73,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,Aura Music Corp.,34,67,20,7883945,regional-global-weekly-2021-01-28.csv
74,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,74,116,2,7871104,regional-global-weekly-2021-01-28.csv
75,spotify:track:55Am8neGJkdj2ADaM3aw5H,James Arthur,Train Wreck,Columbia,62,62,15,7822464,regional-global-weekly-2021-01-28.csv
76,spotify:track:249gnXrbfmV8NG6jTEMSwD,BTS,Life Goes On,BIGHIT MUSIC,4,70,10,7785654,regional-global-weekly-2021-01-28.csv
77,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,10,76,27,7714034,regional-global-weekly-2021-01-28.csv
78,spotify:track:2bgcUk2A3jjKbCJ7KPquTi,"Wisin, Myke Towers, Los Legendarios",Mi Niña,La Base Music Group/ WK Records,37,69,17,7687370,regional-global-weekly-2021-01-28.csv
79,spotify:track:2gqWRRCXnma9L8xQ1RdemQ,The Kid LAROI,SO DONE,Columbia,46,65,14,7684010,regional-global-weekly-2021-01-28.csv
80,spotify:track:2U5WueTLIK5WJLD7mvDODv,Juice WRLD,Wishing Well,Grade A Productions/Interscope Records,7,81,29,7644984,regional-global-weekly-2021-01-28.csv
81,spotify:track:6AGOKlMZWLCaEJGnaROtF9,Ritt Momney,Put Your Records On,Columbia,18,72,20,7641973,regional-global-weekly-2021-01-28.csv
82,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,79,119,7627303,regional-global-weekly-2021-01-28.csv
83,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,1,78,59,7624391,regional-global-weekly-2021-01-28.csv
84,spotify:track:2tI4WyzqOOwC23S5m0kqcB,Pink Sweat$,At My Worst,Atlantic Records,80,80,13,7540475,regional-global-weekly-2021-01-28.csv
85,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,13,83,181,7486445,regional-global-weekly-2021-01-28.csv
86,spotify:track:1FP9s72rDYty6mfoOEYKnE,"Robin Schulz, KIDDO",All We Got (feat. KIDDO),WM Germany,86,92,5,7483741,regional-global-weekly-2021-01-28.csv
87,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,6,84,60,7340415,regional-global-weekly-2021-01-28.csv
88,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,"Pop Smoke, A Boogie Wit da Hoodie",Hello (feat. A Boogie Wit da Hoodie),Victor Victor Worldwide,88,93,21,7327301,regional-global-weekly-2021-01-28.csv
89,spotify:track:68mrW6gXHgupgSiDHgaDi5,"Nicky Jam, Myke Towers",Polvo,Sony Music Latin,88,88,10,7269755,regional-global-weekly-2021-01-28.csv
90,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,8,86,51,7258813,regional-global-weekly-2021-01-28.csv
91,spotify:track:6ZuahEctZD6w75peme58hm,Shawn Mendes,Wonder,Shawn Mendes LP4-5 PS/ Island,12,77,17,7256655,regional-global-weekly-2021-01-28.csv
92,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,1,94,84,7234291,regional-global-weekly-2021-01-28.csv
93,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,2,98,71,7066877,regional-global-weekly-2021-01-28.csv
94,spotify:track:6i7zAdNhzUN2k1HcrBxPHG,"Ofenbach, Quarterhead, Norma Jean Martine",Head Shoulders Knees & Toes (feat. Norma Jean Martine),Elektra France,91,96,20,7029034,regional-global-weekly-2021-01-28.csv
95,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"mgk, blackbear",my ex's best friend (with blackbear),Bad Boy/Interscope Records,39,106,24,6986421,regional-global-weekly-2021-01-28.csv
96,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,"Bizarrap, NATHY PELUSO","Nathy Peluso: Bzrp Music Sessions, Vol. 36/66",DALE PLAY Records,83,91,8,6985040,regional-global-weekly-2021-01-28.csv
97,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),Sony Music Latin,37,95,23,6917895,regional-global-weekly-2021-01-28.csv
